Probleme im Umgang mit Gleichaltrigen haben	97	A11	redewendung
über ein ausgeprägtes Moral- und Verantwortungsbewusstsein verfügen	97	A11	redewendung
sich beruflich neu orientieren	99	A9	redewendung
die Uni schmeißen	99	A10	redewendung
jemandem gerade recht kommen	99	A10	redewendung
den Karriereturbo anwerfen	99	A10	redewendung
in kürzester Zeit eine Prüfung ablegen	99	A10	redewendung
im Schnellverfahren zur Führungskraft werden	99	A10	redewendung
händeringend Nachwuchs suchen	99	A10	redewendung
weitgehend unbeachtet bleiben	99	A10	redewendung
auf Interesse stoßen	99	A10	redewendung
jemandem eine Karrieremöglichkeit bieten	99	A10	redewendung
den Hörsaal gegen die Werkbank tauschen	99	A10	redewendung
den Meisterbrief in der Tasche haben	99	A10	redewendung
ein maßgeschneiderter Lehrgang	99	A10	redewendung
Zusammenhänge schnell begreifen	99	A10	redewendung
einen engen Stundenplan haben	99	A10	redewendung
sich auf ein Pilotprojekt einlassen	99	A10	redewendung
bundesweit Schule machen	99	A10	redewendung
das Studium hinschmeißen	101	A12	redewendung
ein Ende ist nicht in Sicht	101	A12	redewendung
jemanden zu einem Karrieresprung überreden	101	A12	redewendung
anhand der Grafik deutlich erkennen, dass	102	A13	redewendung
der Grafik entnehmen, dass	102	A13	redewendung
aus der Statistik geht hervor, dass	102	A13	redewendung
der Umfrage zufolge	102	A13	redewendung
an der Spitze stehen	102	A13	redewendung
die weiteren Plätze belegen	102	A13	redewendung
das Schlusslicht bilden	102	A13	redewendung
am Ende der Skala liegen	102	A13	redewendung
das größte Vertrauen genießen	102	A13	redewendung
den Grund für ein Ergebnis in etwas sehen	102	A13	redewendung
aus einem Ergebnis Konsequenzen ziehen	102	A13	redewendung
hohes Ansehen genießen	103	A13	redewendung
jemandem besonders viel Vertrauen schenken	103	A13	redewendung
sich eines guten Rufes erfreuen	103	A13	redewendung
eine große Verantwortung für etwas tragen	103	A13	redewendung
sich am Ende der Beliebtheitsskala wiederfinden	103	A13	redewendung
sich mit etwas zufrieden zeigen	103	A13	redewendung
einen zweiten Frühling erleben	106	B2	redewendung
dem Lebensstandard der Industrienationen nacheifern	106	B2	redewendung
eine Marktlücke erkennen	106	B2	redewendung
jeden Handgriff aufnehmen	106	B2	redewendung
dem Markt einen Schritt voraus sein	106	B2	redewendung
sich mit Gelegenheitsjobs über Wasser halten	106	B2	redewendung
jemandem den Rang ablaufen	107	B2	redewendung
eine weiße Weste haben	110	C3	redewendung
zu unsauberen Tricks greifen	110	C3	redewendung
die Palette der Vergehen reicht von ... bis ...	110	C3	redewendung
unter Stress und Leistungsdruck stehen	110	C3	redewendung
unter den Dozierenden herrscht Einigkeit	110	C3	redewendung
den Grundstein für etwas legen	110	C4	redewendung
sich eines ständigen Zulaufs erfreuen	111	C4	redewendung
aus Fehlern einen gewaltigen Nutzen ziehen	112	C6	redewendung
für die Wertschätzung des Fehlermachens plädieren	112	C6	redewendung
jemandem dämmert etwas	112	C6	redewendung
nicht ins Schema passen	112	C6	redewendung
etwas aus verschiedenen Blickwinkeln beleuchten	113	C6	redewendung
etwas in den Vordergrund stellen	113	C6	redewendung
man lernt nie aus	113	C7	redewendung
den Bund der Ehe schließen	113	C7	redewendung
auf eine gescheiterte Ehe zurückblicken	113	C7	redewendung
jemandem am Herzen liegen	113	C7	redewendung
Früchte tragen	114	C9	redewendung
gezielte Anstrengungen unternehmen	114	C9	redewendung
vergleichsweise gut wegkommen	114	C9	redewendung
