иметь заранее сложившееся мнение	eine vorgefasste Meinung haben	schon vorher festgelegt urteilen	form::redewendung func::produktion topic::sprache_und_kommunikation level::c2 source::erkundungen::c2::k1 card::chunk
питать предубеждения	Vorurteile hegen	negative Pauschalurteile pflegen	form::redewendung func::produktion topic::sprache_und_kommunikation level::c2 source::erkundungen::c2::k1 card::chunk
найти общий язык	eine gemeinsame Sprache finden	sich gut verständigen können	form::redewendung func::produktion topic::sprache_und_kommunikation level::c2 source::erkundungen::c2::k1 card::chunk
прислушиваться друг к другу; учитывать позицию другого	aufeinander eingehen	gegenseitig Rücksicht nehmen	form::redewendung func::produktion topic::sprache_und_kommunikation level::c2 source::erkundungen::c2::k1 card::chunk
зависеть от кого-либо или чего-либо; иметь причиной кого-либо или что-либо	an jemandem oder etwas liegen	die Ursache bei einer Person oder Sache haben	form::redewendung func::produktion topic::sprache_und_kommunikation level::c2 source::erkundungen::c2::k1 card::chunk
преодолеть миллиардную отметку	die Milliardenmarke knacken	einen sehr hohen Schwellenwert überschreiten	form::redewendung func::produktion topic::sprache_und_kommunikation level::c2 source::erkundungen::c2::k1 card::chunk
отбросить что-либо; отказаться от чего-либо	etwas über Bord werfen	bisher Geltendes aufgeben	form::redewendung func::produktion topic::sprache_und_kommunikation level::c2 source::erkundungen::c2::k1 card::chunk
тщательно изучить что-либо	etwas unter die Lupe nehmen	genau untersuchen	form::redewendung func::produktion topic::sprache_und_kommunikation level::c2 source::erkundungen::c2::k1 card::chunk
зажить собственной жизнью; развиваться самостоятельно	ein Eigenleben führen	sich unabhängig weiterentwickeln	form::redewendung func::produktion topic::sprache_und_kommunikation level::c2 source::erkundungen::c2::k1 card::chunk
быть обусловленным определённой причиной	etwas ist einer Ursache geschuldet	durch einen bestimmten Grund entstehen	form::redewendung func::produktion topic::sprache_und_kommunikation level::c2 source::erkundungen::c2::k1 card::chunk
о чём-либо не может быть и речи	von etwas kann keine Rede sein	etwas trifft keinesfalls zu	form::redewendung func::produktion topic::sprache_und_kommunikation level::c2 source::erkundungen::c2::k1 card::chunk
заново согласовывать правила или нормы	Konventionen neu aushandeln	gemeinsame Regeln erneut festlegen	form::redewendung func::produktion topic::sprache_und_kommunikation level::c2 source::erkundungen::c2::k1 card::chunk
показать по определённым признакам, что являешься кем-либо	sich als jemand ausweisen	erkennen lassen, dass man etwas ist	form::redewendung func::produktion topic::sprache_und_kommunikation level::c2 source::erkundungen::c2::k1 card::chunk
играть роль; иметь значение	eine Rolle spielen	von Bedeutung sein	form::redewendung func::produktion topic::sprache_und_kommunikation level::c2 source::erkundungen::c2::k1 card::chunk
постоянно переключаться между разными вариантами	zwischen etwas hin und her wechseln	mehrfach die Variante ändern	form::redewendung func::produktion topic::sprache_und_kommunikation level::c2 source::erkundungen::c2::k1 card::chunk
требовать большого такта и чутья	viel Fingerspitzengefühl erfordern	besonders sensibles Vorgehen verlangen	form::redewendung func::produktion topic::sprache_und_kommunikation level::c2 source::erkundungen::c2::k1 card::chunk
что-либо не даёт кому-либо покоя; глубоко занимает кого-либо	etwas treibt jemanden um	eine Frage beschäftigt jmdn. stark	form::redewendung func::produktion topic::sprache_und_kommunikation level::c2 source::erkundungen::c2::k1 card::chunk
служить визитной карточкой	als Aushängeschild dienen	ein positives öffentliches Bild vermitteln	form::redewendung func::produktion topic::sprache_und_kommunikation level::c2 source::erkundungen::c2::k1 card::chunk
придавать большое значение чему-либо	Wert auf etwas legen	etwas für besonders wichtig halten	form::redewendung func::produktion topic::sprache_und_kommunikation level::c2 source::erkundungen::c2::k1 card::chunk
попасть даже в словарь Duden	es bis in den Duden schaffen	offiziell lexikografisch aufgenommen werden	form::redewendung func::produktion topic::sprache_und_kommunikation level::c2 source::erkundungen::c2::k1 card::chunk
перекинуться на СМИ; распространиться и в средствах массовой информации	in die Medien überschwappen	auf Presse und Rundfunk übergreifen	form::redewendung func::produktion topic::sprache_und_kommunikation level::c2 source::erkundungen::c2::k1 card::chunk
разрешиться само собой; отпасть без вмешательства	sich von selbst erledigen	ohne Zutun verschwinden	form::redewendung func::produktion topic::sprache_und_kommunikation level::c2 source::erkundungen::c2::k1 card::chunk
обратить чьё-либо внимание на что-либо	jemanden auf etwas aufmerksam machen	jmdn. auf einen Punkt hinweisen	form::redewendung func::produktion topic::sprache_und_kommunikation level::c2 source::erkundungen::c2::k1 card::chunk
подвергнуть что-либо исследованию или проверке	etwas einer Untersuchung unterziehen	genau prüfen lassen	form::redewendung func::produktion topic::sprache_und_kommunikation level::c2 source::erkundungen::c2::k1 card::chunk
подвести итог; сделать вывод	ein Fazit ziehen	abschließend urteilen	form::redewendung func::produktion topic::sprache_und_kommunikation level::c2 source::erkundungen::c2::k1 card::chunk
служить поводом для беспокойства	Anlass zur Sorge geben	Beunruhigung rechtfertigen	form::redewendung func::produktion topic::sprache_und_kommunikation level::c2 source::erkundungen::c2::k1 card::chunk
затронуть какую-либо тему	etwas zur Sprache bringen	ein Thema ansprechen	form::redewendung func::produktion topic::sprache_und_kommunikation level::c2 source::erkundungen::c2::k1 card::chunk
Кто-либо потерял дар речи.	Jemandem verschlägt es die Sprache.	jmd. ist völlig sprachlos	form::redewendung func::produktion topic::sprache_und_kommunikation level::c2 source::erkundungen::c2::k1 card::chunk
выразить именно то, что кто-либо чувствует или думает	jemandem aus der Seele sprechen	genau jmds. Empfinden ausdrücken	form::redewendung func::produktion topic::sprache_und_kommunikation level::c2 source::erkundungen::c2::k1 card::chunk
наконец сказать, что происходит; выложить правду	mit der Sprache herausrücken	endlich offen sagen, was los ist	form::redewendung func::produktion topic::sprache_und_kommunikation level::c2 source::erkundungen::c2::k1 card::chunk
сказать последнее, решающее слово и положить конец спору	ein Machtwort sprechen	eine Diskussion autoritär beenden	form::redewendung func::produktion topic::sprache_und_kommunikation level::c2 source::erkundungen::c2::k1 card::chunk
быть готовым договариваться; с кем-либо можно договориться	mit sich reden lassen	kompromissbereit sein	form::redewendung func::produktion topic::sprache_und_kommunikation level::c2 source::erkundungen::c2::k1 card::chunk
объясняться руками и ногами	mit Händen und Füßen reden	stark gestikulierend kommunizieren	form::redewendung func::produktion topic::sprache_und_kommunikation level::c2 source::erkundungen::c2::k1 card::chunk
легко говорить, когда самого проблема не касается	leicht reden haben	nicht selbst betroffen sein	form::redewendung func::produktion topic::sprache_und_kommunikation level::c2 source::erkundungen::c2::k1 card::chunk
говорить высокопарно	hochgestochen sprechen	übertrieben vornehm formulieren	form::redewendung func::produktion topic::sprache_und_kommunikation level::c2 source::erkundungen::c2::k1 card::chunk
говорить без умолку, без пауз	ohne Punkt und Komma reden	ununterbrochen und sehr schnell sprechen	form::redewendung func::produktion topic::sprache_und_kommunikation level::c2 source::erkundungen::c2::k1 card::chunk
говорить совершенно открыто, без обиняков	frei von der Leber weg sprechen	ungehemmt seine Meinung äußern	form::redewendung func::produktion topic::sprache_und_kommunikation level::c2 source::erkundungen::c2::k1 card::chunk
отзываться о ком-либо или чём-либо с величайшей похвалой	von jemandem oder etwas in den höchsten Tönen sprechen	überschwänglich loben	form::redewendung func::produktion topic::sprache_und_kommunikation level::c2 source::erkundungen::c2::k1 card::chunk
Лицо человека красноречиво говорит о многом.	Das Gesicht von jemandem spricht Bände.	die Mimik verrät sehr viel	form::redewendung func::produktion topic::sprache_und_kommunikation level::c2 source::erkundungen::c2::k1 card::chunk
сердиться на кого-либо; быть недовольным кем-либо	auf jemanden nicht gut zu sprechen sein	über jmdn. verärgert sein	form::redewendung func::produktion topic::sprache_und_kommunikation level::c2 source::erkundungen::c2::k1 card::chunk
направить взгляд или внимание на что-либо	den Blick auf etwas lenken	die Aufmerksamkeit gezielt richten	form::redewendung func::produktion topic::sprache_und_kommunikation level::c2 source::erkundungen::c2::k1 card::chunk
заметно лидировать	deutlich vorne liegen	klar den ersten Rang einnehmen	form::redewendung func::produktion topic::sprache_und_kommunikation level::c2 source::erkundungen::c2::k1 card::chunk
занять определённое место в рейтинге	einen Platz belegen	in einer Rangfolge stehen	form::redewendung func::produktion topic::sprache_und_kommunikation level::c2 source::erkundungen::c2::k1 card::chunk
укрепить свою позицию или точку зрения	eine Position festigen	den eigenen Standpunkt stabilisieren	form::redewendung func::produktion topic::sprache_und_kommunikation level::c2 source::erkundungen::c2::k1 card::chunk
занимать место с большим отставанием	weit abgeschlagen rangieren	mit großem Abstand hinten liegen	form::redewendung func::produktion topic::sprache_und_kommunikation level::c2 source::erkundungen::c2::k1 card::chunk
создать противовес чему-либо	ein Gegengewicht zu etwas schaffen	eine ausgleichende Kraft bilden	form::redewendung func::produktion topic::sprache_und_kommunikation level::c2 source::erkundungen::c2::k1 card::chunk
быть беззубым тигром; казаться опасным, не имея реальной силы	ein zahnloser Tiger sein	bedrohlich wirken, aber machtlos sein	form::redewendung func::produktion topic::sprache_und_kommunikation level::c2 source::erkundungen::c2::k1 card::chunk
высказаться по какому-либо вопросу	zu etwas Stellung nehmen	die eigene Meinung darlegen	form::redewendung func::produktion topic::sprache_und_kommunikation level::c2 source::erkundungen::c2::k1 card::chunk
выдвинуть обвинения против кого-либо	Vorwürfe gegen jemanden erheben	jmdn. öffentlich beschuldigen	form::redewendung func::produktion topic::sprache_und_kommunikation level::c2 source::erkundungen::c2::k1 card::chunk
оказаться безосновательным; не подтвердиться	sich als haltlos erweisen	nicht bestätigt werden	form::redewendung func::produktion topic::sprache_und_kommunikation level::c2 source::erkundungen::c2::k1 card::chunk
подвергнуться расследованию или проверке	sich einer Untersuchung unterziehen	sich prüfen lassen	form::redewendung func::produktion topic::sprache_und_kommunikation level::c2 source::erkundungen::c2::k1 card::chunk
находиться под воздействием наркотиков	unter Drogen stehen	von Rauschmitteln beeinflusst sein	form::redewendung func::produktion topic::sprache_und_kommunikation level::c2 source::erkundungen::c2::k1 card::chunk
потерять контроль над чем-либо	die Kontrolle über etwas verlieren	etwas nicht mehr beherrschen	form::redewendung func::produktion topic::sprache_und_kommunikation level::c2 source::erkundungen::c2::k1 card::chunk
соответственно обстоятельствам; учитывая сложившуюся ситуацию	den Umständen entsprechend	angesichts der Lage	form::redewendung func::produktion topic::sprache_und_kommunikation level::c2 source::erkundungen::c2::k1 card::chunk
не считать себя виновным; не осознавать за собой вины	sich keiner Schuld bewusst sein	glauben, nichts Falsches getan zu haben	form::redewendung func::produktion topic::sprache_und_kommunikation level::c2 source::erkundungen::c2::k1 card::chunk
предотвратить ущерб для кого-либо или чего-либо	Schaden von jemandem oder etwas abwenden	negative Folgen verhindern	form::redewendung func::produktion topic::sprache_und_kommunikation level::c2 source::erkundungen::c2::k1 card::chunk
заявить о готовности сложить полномочия; предоставить свою должность в распоряжение	sein Amt zur Verfügung stellen	den eigenen Posten zur Disposition geben	form::redewendung func::produktion topic::sprache_und_kommunikation level::c2 source::erkundungen::c2::k1 card::chunk
объединить усилия	Kräfte bündeln	gemeinsam konzentriert handeln	form::redewendung func::produktion topic::sprache_und_kommunikation level::c2 source::erkundungen::c2::k1 card::chunk
Шансы довольно хорошие.	Die Chancen stehen nicht schlecht.	die Erfolgsaussichten sind günstig	form::redewendung func::produktion topic::sprache_und_kommunikation level::c2 source::erkundungen::c2::k1 card::chunk
выразить что-либо словами	etwas in Worte fassen	etwas sprachlich ausdrücken	form::redewendung func::produktion topic::sprache_und_kommunikation level::c2 source::erkundungen::c2::k1 card::chunk
направить мысли или восприятие в определённое русло	etwas in gedankliche Bahnen lenken	dem Denken eine Richtung geben	form::redewendung func::produktion topic::sprache_und_kommunikation level::c2 source::erkundungen::c2::k1 card::chunk
придать чему-либо выражение; выразить чувство, мысль или потребность	etwas Ausdruck verleihen	ein Gefühl sichtbar oder hörbar machen	form::redewendung func::produktion topic::sprache_und_kommunikation level::c2 source::erkundungen::c2::k1 card::chunk
проследить происхождение чего-либо до самых истоков	etwas auf seine Wurzeln zurückführen	die Herkunft ermitteln	form::redewendung func::produktion topic::sprache_und_kommunikation level::c2 source::erkundungen::c2::k1 card::chunk
проводить изыскания; предпринимать расследование	Nachforschungen anstellen	gezielt Informationen suchen	form::redewendung func::produktion topic::sprache_und_kommunikation level::c2 source::erkundungen::c2::k1 card::chunk
У кого-либо не находится слов.	Jemandem fehlen die Worte.	jmd. kann nichts mehr sagen	form::redewendung func::produktion topic::sprache_und_kommunikation level::c2 source::erkundungen::c2::k1 card::chunk
умалчивать о чём-либо	sich über etwas ausschweigen	absichtlich nichts dazu sagen	form::redewendung func::produktion topic::sprache_und_kommunikation level::c2 source::erkundungen::c2::k1 card::chunk
работать рука об руку	Hand in Hand arbeiten	eng zusammenwirken	form::redewendung func::produktion topic::sprache_und_kommunikation level::c2 source::erkundungen::c2::k1 card::chunk
прослеживать что-либо; пытаться исследовать или постичь	etwas nachspüren	einer Sache forschend folgen	form::redewendung func::produktion topic::sprache_und_kommunikation level::c2 source::erkundungen::c2::k1 card::chunk
свидетельствовать о чём-либо	von etwas zeugen	auf etwas schließen lassen	form::redewendung func::produktion topic::sprache_und_kommunikation level::c2 source::erkundungen::c2::k1 card::chunk
проявить свою состоятельность; выдержать испытание в борьбе за выживание	sich im Kampf ums Überleben bewähren	unter existenziellem Druck bestehen	form::redewendung func::produktion topic::sprache_und_kommunikation level::c2 source::erkundungen::c2::k1 card::chunk
развиваться в результате сложного взаимодействия взаимозависимых факторов	sich in einem komplexen Zusammenspiel gegenseitiger Abhängigkeiten entwickeln	vielfach voneinander abhängige Entwicklung	form::redewendung func::produktion topic::sprache_und_kommunikation level::c2 source::erkundungen::c2::k1 card::chunk
оставить следы в сознании	Spuren im Bewusstsein hinterlassen	das Denken dauerhaft prägen	form::redewendung func::produktion topic::sprache_und_kommunikation level::c2 source::erkundungen::c2::k1 card::chunk
усвоить что-либо; сделать своей частью	sich etwas zu eigen machen	etwas übernehmen und verinnerlichen	form::redewendung func::produktion topic::sprache_und_kommunikation level::c2 source::erkundungen::c2::k1 card::chunk
посвятить себя какому-либо делу	sich einer Sache verschreiben	sich vollständig für etwas einsetzen	form::redewendung func::produktion topic::sprache_und_kommunikation level::c2 source::erkundungen::c2::k1 card::chunk
принимать меры против чего-либо	gegen etwas vorgehen	etwas aktiv bekämpfen	form::redewendung func::produktion topic::sprache_und_kommunikation level::c2 source::erkundungen::c2::k1 card::chunk
допустить промах	sich einen Ausrutscher leisten	einen peinlichen Fehler machen	form::redewendung func::produktion topic::sprache_und_kommunikation level::c2 source::erkundungen::c2::k1 card::chunk
обходиться в определённую сумму; заметно отражаться на расходах	zu Buche schlagen	sich finanziell bemerkbar machen	form::redewendung func::produktion topic::sprache_und_kommunikation level::c2 source::erkundungen::c2::k1 card::chunk
разжечь дискуссию	eine Diskussion entfachen	eine lebhafte Debatte auslösen	form::redewendung func::produktion topic::sprache_und_kommunikation level::c2 source::erkundungen::c2::k1 card::chunk
развить более тонкое понимание или чутьё в отношении чего-либо	den Blick für etwas schärfen	die Wahrnehmung verbessern	form::redewendung func::produktion topic::sprache_und_kommunikation level::c2 source::erkundungen::c2::k1 card::chunk
сыпать словами или терминами; без меры употреблять что-либо	mit etwas um sich werfen	etwas verschwenderisch und häufig verwenden	form::redewendung func::produktion topic::sprache_und_kommunikation level::c2 source::erkundungen::c2::k1 card::chunk
пускать пыль в глаза; производить впечатление	Eindruck schinden	andere oberflächlich beeindrucken	form::redewendung func::produktion topic::sprache_und_kommunikation level::c2 source::erkundungen::c2::k1 card::chunk
влетать в копеечку; обходиться дорого	ins Geld gehen	teuer werden	form::redewendung func::produktion topic::sprache_und_kommunikation level::c2 source::erkundungen::c2::k1 card::chunk
как и полагается	wie es sich gehört	den üblichen Regeln entsprechend	form::redewendung func::produktion topic::sprache_und_kommunikation level::c2 source::erkundungen::c2::k1 card::chunk
сложить полномочия; уйти с должности	sein Amt niederlegen	von einer offiziellen Position zurücktreten	form::redewendung func::produktion topic::sprache_und_kommunikation level::c2 source::erkundungen::c2::k1 card::chunk
склонить или побудить кого-либо к определённому шагу	jemanden zu einem Schritt bewegen	jmdn. zu einer Handlung veranlassen	form::redewendung func::produktion topic::sprache_und_kommunikation level::c2 source::erkundungen::c2::k1 card::chunk
ставить или порождать новые вопросы	Fragen aufwerfen	Klärungsbedarf entstehen lassen	form::redewendung func::produktion topic::sprache_und_kommunikation level::c2 source::erkundungen::c2::k1 card::chunk
работать в убыток; показывать отрицательный баланс	rote Zahlen schreiben	finanzielle Verluste machen	form::redewendung func::produktion topic::sprache_und_kommunikation level::c2 source::erkundungen::c2::k1 card::chunk
искать новые пути или решения	neue Wege suchen	alternative Möglichkeiten erkunden	form::redewendung func::produktion topic::sprache_und_kommunikation level::c2 source::erkundungen::c2::k1 card::chunk
вернуться к чему-либо существенному; вновь сосредоточиться на нём	sich auf etwas besinnen	sich wieder auf Wesentliches konzentrieren	form::redewendung func::produktion topic::sprache_und_kommunikation level::c2 source::erkundungen::c2::k1 card::chunk
обеспечить своё существование	seine Existenz sichern	das eigene Fortbestehen gewährleisten	form::redewendung func::produktion topic::sprache_und_kommunikation level::c2 source::erkundungen::c2::k1 card::chunk
противиться решению	sich einem Beschluss widersetzen	eine Entscheidung aktiv ablehnen	form::redewendung func::produktion topic::sprache_und_kommunikation level::c2 source::erkundungen::c2::k1 card::chunk
начать своё триумфальное шествие	seinen Siegeszug antreten	sich sehr erfolgreich verbreiten	form::redewendung func::produktion topic::sprache_und_kommunikation level::c2 source::erkundungen::c2::k1 card::chunk
сделать практические выводы и принять соответствующие меры	Konsequenzen ziehen	aus einem Ereignis praktische Folgen ableiten	form::redewendung func::produktion topic::sprache_und_kommunikation level::c2 source::erkundungen::c2::k1 card::chunk
быть полностью исключённым; не рассматриваться как возможный вариант	außer Frage stehen	nicht infrage kommen	form::redewendung func::produktion topic::sprache_und_kommunikation level::c2 source::erkundungen::c2::k1 card::chunk
быть данным кому-либо от рождения	jemandem in die Wiege gelegt sein	angeboren sein	form::redewendung func::produktion topic::sprache_und_kommunikation level::c2 source::erkundungen::c2::k1 card::chunk
воспользоваться чем-либо как поводом, чтобы сделать что-либо	etwas zum Anlass nehmen, etwas zu tun	ein Ereignis als Ausgangspunkt nutzen	form::redewendung func::produktion topic::sprache_und_kommunikation level::c2 source::erkundungen::c2::k1 card::chunk
оказывать давление на кого-либо	jemanden unter Druck setzen	jmdn. stark zu etwas drängen	form::redewendung func::produktion topic::sprache_und_kommunikation level::c2 source::erkundungen::c2::k1 card::chunk
понести или показать убытки	Verluste verzeichnen	ein finanzielles Minus feststellen	form::redewendung func::produktion topic::sprache_und_kommunikation level::c2 source::erkundungen::c2::k1 card::chunk
