отнюдь не распространяться на всех	keineswegs für alle gelten	nicht allgemein zutreffen	form::redewendung func::produktion topic::forschung_und_technik level::c2 source::erkundungen::c2::k5 card::chunk
накапливаться в мидиях	sich in Muscheln anreichern	in Organismen eine höhere Konzentration erreichen	form::redewendung func::produktion topic::forschung_und_technik level::c2 source::erkundungen::c2::k5 card::chunk
оказывать гормоноподобное действие	hormonartige Wirkungen entfalten	ähnlich wie körpereigene Botenstoffe reagieren	form::redewendung func::produktion topic::forschung_und_technik level::c2 source::erkundungen::c2::k5 card::chunk
стоить кому-либо жизни	jemandem das Leben kosten	tödliche Folgen haben	form::redewendung func::produktion topic::forschung_und_technik level::c2 source::erkundungen::c2::k5 card::chunk
с пока ещё невыясненными последствиями	mit bisher ungeklärten Folgen	die Auswirkungen sind noch unbekannt	form::redewendung func::produktion topic::forschung_und_technik level::c2 source::erkundungen::c2::k5 card::chunk
кажется, есть проблеск надежды	es scheint einen Hoffnungsschimmer zu geben	eine kleine positive Aussicht erkennen	form::redewendung func::produktion topic::forschung_und_technik level::c2 source::erkundungen::c2::k5 card::chunk
по мнению исследователей	nach Ansicht der Forscher	laut wissenschaftlicher Einschätzung	form::redewendung func::produktion topic::forschung_und_technik level::c2 source::erkundungen::c2::k5 card::chunk
быть каплей в море	ein Tropfen auf den heißen Stein sein	kaum etwas bewirken	form::redewendung func::produktion topic::forschung_und_technik level::c2 source::erkundungen::c2::k5 card::chunk
взяться за решение проблемы	ein Problem angehen	mit der Bearbeitung beginnen	form::redewendung func::produktion topic::forschung_und_technik level::c2 source::erkundungen::c2::k5 card::chunk
вообще не попадать в море	erst gar nicht im Meer landen	das Gewässer von vornherein nicht erreichen	form::redewendung func::produktion topic::forschung_und_technik level::c2 source::erkundungen::c2::k5 card::chunk
причинять кому-либо вред	jemandem Schaden zufügen	eine Person oder Sache beeinträchtigen	form::redewendung func::produktion topic::forschung_und_technik level::c2 source::erkundungen::c2::k5 card::chunk
быть непосредственно связанным	unmittelbar zusammenhängen	eine direkte Verbindung haben	form::redewendung func::produktion topic::forschung_und_technik level::c2 source::erkundungen::c2::k5 card::chunk
делать ставку на расширение зелёных зон	auf den Ausbau von Grünflächen setzen	mehr Parks als bevorzugte Lösung wählen	form::redewendung func::produktion topic::forschung_und_technik level::c2 source::erkundungen::c2::k5 card::chunk
почти не учитываться	kaum Berücksichtigung finden	nur wenig beachtet werden	form::redewendung func::produktion topic::forschung_und_technik level::c2 source::erkundungen::c2::k5 card::chunk
требовать переосмысления	ein Umdenken erfordern	eine neue Haltung notwendig machen	form::redewendung func::produktion topic::forschung_und_technik level::c2 source::erkundungen::c2::k5 card::chunk
речь идёт прежде всего о том, чтобы справляться с повседневной жизнью	in erster Linie um die Bewältigung des Alltags gehen	das tägliche Auskommen hat Priorität	form::redewendung func::produktion topic::forschung_und_technik level::c2 source::erkundungen::c2::k5 card::chunk
справедливо распределять бремя	Lasten gerecht verteilen	die Belastung fair aufteilen	form::redewendung func::produktion topic::forschung_und_technik level::c2 source::erkundungen::c2::k5 card::chunk
нести расходы за экологический ущерб	die Kosten für Umweltschäden tragen	finanziell für ökologische Folgen aufkommen	form::redewendung func::produktion topic::forschung_und_technik level::c2 source::erkundungen::c2::k5 card::chunk
ясно изложить кому-либо свою позицию	jemandem seinen Standpunkt klarmachen	die eigene Haltung verständlich erklären	form::redewendung func::produktion topic::forschung_und_technik level::c2 source::erkundungen::c2::k5 card::chunk
избежать заболевания	von einer Krankheit verschont bleiben	trotz Gefahr gesund bleiben	form::redewendung func::produktion topic::forschung_und_technik level::c2 source::erkundungen::c2::k5 card::chunk
вырабатывать антитела против известных возбудителей	gegen bekannte Erreger Antikörper bilden	eine spezifische Immunabwehr entwickeln	form::redewendung func::produktion topic::forschung_und_technik level::c2 source::erkundungen::c2::k5 card::chunk
разгадать тайны наследственности	den Geheimnissen der Vererbung auf die Spur kommen	die genetischen Regeln allmählich entdecken	form::redewendung func::produktion topic::forschung_und_technik level::c2 source::erkundungen::c2::k5 card::chunk
кто-либо замечает, что…	jemandem fällt auf, dass	eine Beobachtung bewusst wahrnehmen	form::redewendung func::produktion topic::forschung_und_technik level::c2 source::erkundungen::c2::k5 card::chunk
положить начало новой науке	eine neue Wissenschaft begründen	ein Fachgebiet erstmals etablieren	form::redewendung func::produktion topic::forschung_und_technik level::c2 source::erkundungen::c2::k5 card::chunk
занять центральное место в картине мира	in den Mittelpunkt des Weltbildes rücken	zentral für eine neue Sichtweise werden	form::redewendung func::produktion topic::forschung_und_technik level::c2 source::erkundungen::c2::k5 card::chunk
выяснить что-либо путём наблюдений	etwas durch Beobachtungen herausfinden	aus empirischen Eindrücken eine Erkenntnis gewinnen	form::redewendung func::produktion topic::forschung_und_technik level::c2 source::erkundungen::c2::k5 card::chunk
описать сложное взаимодействие	das komplexe Zusammenspiel beschreiben	das Zusammenwirken mehrerer Faktoren darstellen	form::redewendung func::produktion topic::forschung_und_technik level::c2 source::erkundungen::c2::k5 card::chunk
решить одну из величайших загадок медицины	eines der größten Rätsel der Medizin lösen	eine lange offene Forschungsfrage klären	form::redewendung func::produktion topic::forschung_und_technik level::c2 source::erkundungen::c2::k5 card::chunk
вызывать физические недомогания	körperliche Beschwerden auslösen	somatische Symptome verursachen	form::redewendung func::produktion topic::forschung_und_technik level::c2 source::erkundungen::c2::k5 card::chunk
быть признанным причиной чего-либо	für etwas verantwortlich gemacht werden	als Ursache gelten	form::redewendung func::produktion topic::forschung_und_technik level::c2 source::erkundungen::c2::k5 card::chunk
сделать наблюдение, имеющее далеко идущие последствия	eine folgenreiche Beobachtung machen	etwas mit großer späterer Bedeutung bemerken	form::redewendung func::produktion topic::forschung_und_technik level::c2 source::erkundungen::c2::k5 card::chunk
просвечивать внутреннюю часть тела	das Innere des Körpers durchleuchten	verborgene anatomische Strukturen sichtbar machen	form::redewendung func::produktion topic::forschung_und_technik level::c2 source::erkundungen::c2::k5 card::chunk
исключительно силой своих мыслей	allein durch die Kraft seiner Gedanken	nur mithilfe mentaler Vorstellung	form::redewendung func::produktion topic::forschung_und_technik level::c2 source::erkundungen::c2::k5 card::chunk
наглядный контроль достигнутого результата	eine sichtbare Erfolgskontrolle	direkte Rückmeldung über den Fortschritt	form::redewendung func::produktion topic::forschung_und_technik level::c2 source::erkundungen::c2::k5 card::chunk
целенаправленно воздействовать на активность собственного мозга	die eigene Gehirntätigkeit gezielt beeinflussen	einen neuronalen Vorgang bewusst steuern	form::redewendung func::produktion topic::forschung_und_technik level::c2 source::erkundungen::c2::k5 card::chunk
в нас дремлют силы	Kräfte schlummern in uns	verborgene Fähigkeiten sind vorhanden	form::redewendung func::produktion topic::forschung_und_technik level::c2 source::erkundungen::c2::k5 card::chunk
протекают процессы исцеления	Heilungsprozesse laufen ab	Regeneration findet statt	form::redewendung func::produktion topic::forschung_und_technik level::c2 source::erkundungen::c2::k5 card::chunk
считать что-либо само собой разумеющимся	etwas als selbstverständlich ansehen	nicht weiter darüber nachdenken	form::redewendung func::produktion topic::forschung_und_technik level::c2 source::erkundungen::c2::k5 card::chunk
кровотечение из открытой раны прекращается	der Blutstrom einer offenen Wunde versiegt	die Blutung hört von selbst auf	form::redewendung func::produktion topic::forschung_und_technik level::c2 source::erkundungen::c2::k5 card::chunk
устранять повреждения в генетическом материале	Defekte in der Erbsubstanz reparieren	Schäden an der DNA beheben	form::redewendung func::produktion topic::forschung_und_technik level::c2 source::erkundungen::c2::k5 card::chunk
болезненная травма заживает	eine schmerzhafte Verletzung verheilt	das geschädigte Gewebe regeneriert sich	form::redewendung func::produktion topic::forschung_und_technik level::c2 source::erkundungen::c2::k5 card::chunk
между двумя процессами сохраняется равновесие	eine Balance besteht zwischen zwei Prozessen	zwei Abläufe halten sich die Waage	form::redewendung func::produktion topic::forschung_und_technik level::c2 source::erkundungen::c2::k5 card::chunk
вернуть что-либо к нормальному уровню	etwas auf das Normalmaß zurückbringen	wieder auf ein übliches Niveau senken	form::redewendung func::produktion topic::forschung_und_technik level::c2 source::erkundungen::c2::k5 card::chunk
выйти из равновесия	aus dem Gleichgewicht geraten	die stabile Ordnung verlieren	form::redewendung func::produktion topic::forschung_und_technik level::c2 source::erkundungen::c2::k5 card::chunk
восстановить равновесие	die Balance wiederherstellen	einen stabilen Zustand erneut schaffen	form::redewendung func::produktion topic::forschung_und_technik level::c2 source::erkundungen::c2::k5 card::chunk
Психика и тело — единое целое.	Psyche und Körper sind eine Einheit.	seelische und physische Vorgänge gehören zusammen	form::satz func::produktion topic::forschung_und_technik level::c2 source::erkundungen::c2::k5 card::satz
избегать стресса или снижать его	Stress vermeiden oder abbauen	psychische Belastung verhindern oder verringern	form::redewendung func::produktion topic::forschung_und_technik level::c2 source::erkundungen::c2::k5 card::chunk
активировать способности организма к самоисцелению	Selbstheilungskräfte wecken	die körpereigene Regeneration aktivieren	form::redewendung func::produktion topic::forschung_und_technik level::c2 source::erkundungen::c2::k5 card::chunk
оказаться особенно эффективным методом	sich als besonders wirksame Methode herausstellen	sich in der Praxis als sehr geeignet erweisen	form::redewendung func::produktion topic::forschung_und_technik level::c2 source::erkundungen::c2::k5 card::chunk
субъективное ощущение стресса заметно снижается	das subjektive Stressempfinden sinkt deutlich	die persönlich wahrgenommene Belastung wird geringer	form::redewendung func::produktion topic::forschung_und_technik level::c2 source::erkundungen::c2::k5 card::chunk
плотность серого вещества увеличивается	die Dichte der grauen Substanz nimmt zu	mehr Nervengewebe ist messbar	form::redewendung func::produktion topic::forschung_und_technik level::c2 source::erkundungen::c2::k5 card::chunk
распространённые недомогания	gängige Beschwerden	häufige gesundheitliche Probleme	form::redewendung func::produktion topic::forschung_und_technik level::c2 source::erkundungen::c2::k5 card::chunk
услышать обнадёживающие слова	positive Botschaften zu hören bekommen	eine zuversichtliche Mitteilung erhalten	form::redewendung func::produktion topic::forschung_und_technik level::c2 source::erkundungen::c2::k5 card::chunk
Доказано, что слова могут действовать как лекарства.	Worte können nachweislich wie Medikamente wirken.	sprachliche Zuwendung kann therapeutisch helfen	form::satz func::produktion topic::forschung_und_technik level::c2 source::erkundungen::c2::k5 card::satz
готовность внимательно выслушать	ein offenes Ohr	verständnisvolle Aufmerksamkeit	form::redewendung func::produktion topic::forschung_und_technik level::c2 source::erkundungen::c2::k5 card::chunk
запасы морфия заканчиваются	die Morphium-Vorräte gehen zu Ende	das Schmerzmittel wird knapp	form::redewendung func::produktion topic::forschung_und_technik level::c2 source::erkundungen::c2::k5 card::chunk
оставить кого-либо в уверенности, что…	jemanden in dem Glauben lassen, dass	eine falsche Annahme nicht korrigieren	form::redewendung func::produktion topic::forschung_und_technik level::c2 source::erkundungen::c2::k5 card::chunk
облегчать боль	Schmerzen lindern	die Beschwerden schwächer machen	form::redewendung func::produktion topic::forschung_und_technik level::c2 source::erkundungen::c2::k5 card::chunk
основываться на фармакологически активном веществе препарата	auf der pharmazeutischen Substanz eines Mittels beruhen	durch den enthaltenen Wirkstoff entstehen	form::redewendung func::produktion topic::forschung_und_technik level::c2 source::erkundungen::c2::k5 card::chunk
в обиходе называться самовнушением	landläufig als Einbildung bezeichnet werden	im allgemeinen Sprachgebrauch so heißen	form::redewendung func::produktion topic::forschung_und_technik level::c2 source::erkundungen::c2::k5 card::chunk
использовать силу собственных мыслей	die Kraft der eigenen Gedanken nutzen	mentale Vorstellungen bewusst einsetzen	form::redewendung func::produktion topic::forschung_und_technik level::c2 source::erkundungen::c2::k5 card::chunk
добиваться подтверждённых результатов	nachweislich Erfolge erzielen	einen belegbaren positiven Effekt erreichen	form::redewendung func::produktion topic::forschung_und_technik level::c2 source::erkundungen::c2::k5 card::chunk
мысленно представить себе что-либо	etwas vor dem inneren Auge erscheinen lassen	sich etwas bildlich vorstellen	form::redewendung func::produktion topic::forschung_und_technik level::c2 source::erkundungen::c2::k5 card::chunk
быть убеждённым в эффективности метода	von einer Methode überzeugt sein	dem Verfahren vertrauen	form::redewendung func::produktion topic::forschung_und_technik level::c2 source::erkundungen::c2::k5 card::chunk
зависеть от личности	von der Persönlichkeit abhängen	durch individuelle Charakterzüge bestimmt sein	form::redewendung func::produktion topic::forschung_und_technik level::c2 source::erkundungen::c2::k5 card::chunk
реагировать на лечение	auf eine Behandlung ansprechen	eine therapeutische Wirkung zeigen	form::redewendung func::produktion topic::forschung_und_technik level::c2 source::erkundungen::c2::k5 card::chunk
вызывать чувство благополучия	Wohlgefühl erzeugen	einen angenehmen inneren Zustand hervorrufen	form::redewendung func::produktion topic::forschung_und_technik level::c2 source::erkundungen::c2::k5 card::chunk
недвусмысленно высказаться за применение чего-либо	sich ausdrücklich für den Einsatz von etwas aussprechen	eine Verwendung klar befürworten	form::redewendung func::produktion topic::forschung_und_technik level::c2 source::erkundungen::c2::k5 card::chunk
извлекать пользу из чего-либо	Nutzen aus etwas ziehen	einen Vorteil daraus gewinnen	form::redewendung func::produktion topic::forschung_und_technik level::c2 source::erkundungen::c2::k5 card::chunk
считать что-либо допустимым	etwas für vertretbar halten	moralisch akzeptabel finden	form::redewendung func::produktion topic::forschung_und_technik level::c2 source::erkundungen::c2::k5 card::chunk
недоверчиво отмахнуться	ungläubig abwinken	skeptisch und ablehnend reagieren	form::redewendung func::produktion topic::forschung_und_technik level::c2 source::erkundungen::c2::k5 card::chunk
быть реализованным на практике	in die Praxis umgesetzt werden	tatsächlich verwirklicht werden	form::redewendung func::produktion topic::forschung_und_technik level::c2 source::erkundungen::c2::k5 card::chunk
согласно новым научным данным	neuen Erkenntnissen zufolge	laut aktuellen Forschungsergebnissen	form::redewendung func::produktion topic::forschung_und_technik level::c2 source::erkundungen::c2::k5 card::chunk
способствовать снижению субъективного ощущения стресса	zur Reduktion des Stressempfindens dienen	die wahrgenommene Belastung verringern helfen	form::redewendung func::produktion topic::forschung_und_technik level::c2 source::erkundungen::c2::k5 card::chunk
согласиться на лечение	einer Behandlung zustimmen	das therapeutische Vorgehen akzeptieren	form::redewendung func::produktion topic::forschung_und_technik level::c2 source::erkundungen::c2::k5 card::chunk
в среднем	im Schnitt	als durchschnittlicher Wert	form::redewendung func::produktion topic::forschung_und_technik level::c2 source::erkundungen::c2::k5 card::chunk
получается в среднем 17 посещений врача на человека	sich ein Durchschnitt von 17 Arztbesuchen pro Person ergeben	dieser Mittelwert resultiert aus den Daten	form::redewendung func::produktion topic::forschung_und_technik level::c2 source::erkundungen::c2::k5 card::chunk
воспользоваться чем-либо	etwas in Anspruch nehmen	eine Leistung tatsächlich nutzen	form::redewendung func::produktion topic::forschung_und_technik level::c2 source::erkundungen::c2::k5 card::chunk
страдать затяжными заболеваниями	von langwierigen Leiden betroffen sein	über lange Zeit gesundheitlich beeinträchtigt sein	form::redewendung func::produktion topic::forschung_und_technik level::c2 source::erkundungen::c2::k5 card::chunk
в международном сравнении	im internationalen Vergleich	länderübergreifend betrachtet	form::redewendung func::produktion topic::forschung_und_technik level::c2 source::erkundungen::c2::k5 card::chunk
занимать первое место	auf dem Spitzenplatz liegen	die Rangliste anführen	form::redewendung func::produktion topic::forschung_und_technik level::c2 source::erkundungen::c2::k5 card::chunk
рассчитывать прожить до определённого возраста	damit rechnen, ein bestimmtes Alter zu erreichen	eine statistische Lebensdauer erwarten	form::redewendung func::produktion topic::forschung_und_technik level::c2 source::erkundungen::c2::k5 card::chunk
появиться на свет	zur Welt kommen	geboren werden	form::redewendung func::produktion topic::forschung_und_technik level::c2 source::erkundungen::c2::k5 card::chunk
однозначная связь между продолжительностью жизни и доходом	ein eindeutiger Zusammenhang zwischen Lebenserwartung und Einkommen	beide Größen sind klar verknüpft	form::redewendung func::produktion topic::forschung_und_technik level::c2 source::erkundungen::c2::k5 card::chunk
вести нездоровый образ жизни	einen ungesunden Lebenswandel führen	gesundheitsschädliche Gewohnheiten haben	form::redewendung func::produktion topic::forschung_und_technik level::c2 source::erkundungen::c2::k5 card::chunk
страдать от безденежья	unter Geldnot leiden	finanziell stark belastet sein	form::redewendung func::produktion topic::forschung_und_technik level::c2 source::erkundungen::c2::k5 card::chunk
вносить свой вклад в жизнь общества	sich in die Gesellschaft einbringen	aktiv am Gemeinwesen mitwirken	form::redewendung func::produktion topic::forschung_und_technik level::c2 source::erkundungen::c2::k5 card::chunk
повышать свой статус	an Status gewinnen	mehr Ansehen erlangen	form::redewendung func::produktion topic::forschung_und_technik level::c2 source::erkundungen::c2::k5 card::chunk
кому-либо выпадает честь	jemandem wird eine Ehre zuteil	jemand erhält eine besondere Auszeichnung	form::redewendung func::produktion topic::forschung_und_technik level::c2 source::erkundungen::c2::k5 card::chunk
указывать на неблагополучное положение дел	auf einen Missstand hinweisen	auf ein strukturelles Problem aufmerksam machen	form::redewendung func::produktion topic::forschung_und_technik level::c2 source::erkundungen::c2::k5 card::chunk
решиться на смелый шаг	sich zu einem mutigen Schritt entscheiden	eine riskante Maßnahme wählen	form::redewendung func::produktion topic::forschung_und_technik level::c2 source::erkundungen::c2::k5 card::chunk
ввести новые правила поведения	neue Verhaltensregeln einführen	verbindliche Vorgaben etablieren	form::redewendung func::produktion topic::forschung_und_technik level::c2 source::erkundungen::c2::k5 card::chunk
выявить дисбаланс	ein Ungleichgewicht feststellen	eine unfaire Verteilung erkennen	form::redewendung func::produktion topic::forschung_und_technik level::c2 source::erkundungen::c2::k5 card::chunk
прийти к аналогичному выводу	zu einem ähnlichen Ergebnis kommen	denselben Befund erhalten	form::redewendung func::produktion topic::forschung_und_technik level::c2 source::erkundungen::c2::k5 card::chunk
быть идентичным во всём, кроме имени	bis auf den Namen identisch sein	sich nur in der Bezeichnung unterscheiden	form::redewendung func::produktion topic::forschung_und_technik level::c2 source::erkundungen::c2::k5 card::chunk
не позволять сбить себя с толку	sich nicht durcheinanderbringen lassen	ruhig und konzentriert bleiben	form::redewendung func::produktion topic::forschung_und_technik level::c2 source::erkundungen::c2::k5 card::chunk
выражать сомнение в чём-либо	Zweifel an etwas anmelden	Vorbehalte äußern	form::redewendung func::produktion topic::forschung_und_technik level::c2 source::erkundungen::c2::k5 card::chunk
в действительности дело обстоит иначе	in Wirklichkeit verhält es sich anders	die tatsächliche Lage widerspricht der Aussage	form::redewendung func::produktion topic::forschung_und_technik level::c2 source::erkundungen::c2::k5 card::chunk
не вполне понимать ход чьей-либо аргументации	eine Argumentation nicht ganz nachvollziehen können	der Begründung nur teilweise folgen können	form::redewendung func::produktion topic::forschung_und_technik level::c2 source::erkundungen::c2::k5 card::chunk
что-либо очевидно	etwas liegt auf der Hand	ohne weitere Erklärung einleuchten	form::redewendung func::produktion topic::forschung_und_technik level::c2 source::erkundungen::c2::k5 card::chunk
взять слово	das Wort ergreifen	sich aktiv in die Diskussion einschalten	form::redewendung func::produktion topic::forschung_und_technik level::c2 source::erkundungen::c2::k5 card::chunk
ненадолго перебить кого-либо	jemanden kurz unterbrechen	eine Äußerung höflich stoppen	form::redewendung func::produktion topic::forschung_und_technik level::c2 source::erkundungen::c2::k5 card::chunk
свидетельствовать в пользу чего-либо	für etwas sprechen	ein unterstützendes Argument sein	form::redewendung func::produktion topic::forschung_und_technik level::c2 source::erkundungen::c2::k5 card::chunk
свидетельствовать против чего-либо	gegen etwas sprechen	ein ablehnendes Argument sein	form::redewendung func::produktion topic::forschung_und_technik level::c2 source::erkundungen::c2::k5 card::chunk
быть очевидным, бросаться в глаза	nicht zu übersehen sein	eindeutig erkennbar sein	form::redewendung func::produktion topic::forschung_und_technik level::c2 source::erkundungen::c2::k5 card::chunk
привести пример	ein Beispiel anführen	eine konkrete Illustration nennen	form::redewendung func::produktion topic::forschung_und_technik level::c2 source::erkundungen::c2::k5 card::chunk
основываться на негативных ожиданиях	auf einer negativen Erwartungshaltung basieren	durch eine pessimistische Annahme bedingt sein	form::redewendung func::produktion topic::forschung_und_technik level::c2 source::erkundungen::c2::k5 card::chunk
информировать кого-либо о рисках	jemanden über Risiken aufklären	eine Person über mögliche Gefahren informieren	form::redewendung func::produktion topic::forschung_und_technik level::c2 source::erkundungen::c2::k5 card::chunk
возникают побочные эффекты	Nebenwirkungen treten auf	unerwünschte Begleiterscheinungen zeigen sich	form::redewendung func::produktion topic::forschung_und_technik level::c2 source::erkundungen::c2::k5 card::chunk
ожидать появления побочных эффектов	mit Nebenwirkungen rechnen	unerwünschte Begleiterscheinungen erwarten	form::redewendung func::produktion topic::forschung_und_technik level::c2 source::erkundungen::c2::k5 card::chunk
считаться возможной причиной чего-либо	im Verdacht stehen, etwas zu verursachen	als möglicher Auslöser gelten	form::redewendung func::produktion topic::forschung_und_technik level::c2 source::erkundungen::c2::k5 card::chunk
вести дневник боли	ein Schmerzprotokoll führen	Beschwerden systematisch dokumentieren	form::redewendung func::produktion topic::forschung_und_technik level::c2 source::erkundungen::c2::k5 card::chunk
принести деньги в городскую казну	Geld in die Stadtkasse spülen	einer Kommune zusätzliche Einnahmen verschaffen	form::redewendung func::produktion topic::forschung_und_technik level::c2 source::erkundungen::c2::k5 card::chunk
держать кого-либо в курсе событий	jemanden auf dem Laufenden halten	regelmäßig über den aktuellen Stand informieren	form::redewendung func::produktion topic::forschung_und_technik level::c2 source::erkundungen::c2::k5 card::chunk
немедленно принять меры против чего-либо	sofort Maßnahmen gegen etwas ergreifen	ohne Verzögerung tätig werden	form::redewendung func::produktion topic::forschung_und_technik level::c2 source::erkundungen::c2::k5 card::chunk
удостоиться внимания	Beachtung finden	besonders wahrgenommen werden	form::redewendung func::produktion topic::forschung_und_technik level::c2 source::erkundungen::c2::k5 card::chunk
быть преданным забвению	in Vergessenheit geraten	nicht mehr erinnert werden	form::redewendung func::produktion topic::forschung_und_technik level::c2 source::erkundungen::c2::k5 card::chunk
находиться под наблюдением	unter Beobachtung stehen	fortlaufend kontrolliert werden	form::redewendung func::produktion topic::forschung_und_technik level::c2 source::erkundungen::c2::k5 card::chunk
обсуждаться, быть предметом дискуссии	zur Diskussion stehen	noch öffentlich erörtert werden	form::redewendung func::produktion topic::forschung_und_technik level::c2 source::erkundungen::c2::k5 card::chunk
получить признание	Anerkennung finden	positiv gewürdigt werden	form::redewendung func::produktion topic::forschung_und_technik level::c2 source::erkundungen::c2::k5 card::chunk
найти применение	zur Anwendung kommen	praktisch eingesetzt werden	form::redewendung func::produktion topic::forschung_und_technik level::c2 source::erkundungen::c2::k5 card::chunk
