проявлять какое-либо качество	etwas an den Tag legen	eine Eigenschaft deutlich zeigen	form::redewendung func::produktion topic::erziehung_und_ausbildung level::c2 source::erkundungen::c2::k4 card::chunk
запороть контрольную по математике	eine Mathearbeit versauen	ugs.: bei einer Klausur völlig scheitern	form::redewendung func::produktion topic::erziehung_und_ausbildung level::c2 source::erkundungen::c2::k4 card::chunk
давать кому-либо слишком простые задания на уроке	jemanden im Unterricht unterfordern	zu wenig anspruchsvoll beschäftigen	form::redewendung func::produktion topic::erziehung_und_ausbildung level::c2 source::erkundungen::c2::k4 card::chunk
по-заговорщически доверить кому-либо что-либо	jemandem etwas verschwörerisch anvertrauen	wie ein Geheimnis mitteilen	form::redewendung func::produktion topic::erziehung_und_ausbildung level::c2 source::erkundungen::c2::k4 card::chunk
любой ценой	um jeden Preis	ohne Rücksicht auf Verluste	form::redewendung func::produktion topic::erziehung_und_ausbildung level::c2 source::erkundungen::c2::k4 card::chunk
поддерживать иллюзию	eine Illusion aufrechterhalten	einen falschen Eindruck bewahren	form::redewendung func::produktion topic::erziehung_und_ausbildung level::c2 source::erkundungen::c2::k4 card::chunk
на поверку оказаться кем-либо или чем-либо	sich als etwas entpuppen	seine wahre Natur offenbaren	form::redewendung func::produktion topic::erziehung_und_ausbildung level::c2 source::erkundungen::c2::k4 card::chunk
быть лентяем	eine faule Socke sein	ugs.: kaum Anstrengung zeigen	form::redewendung func::produktion topic::erziehung_und_ausbildung level::c2 source::erkundungen::c2::k4 card::chunk
очень хотеть чего-либо, зариться на что-либо	scharf auf etwas sein	ugs.: etwas unbedingt wollen	form::redewendung func::produktion topic::erziehung_und_ausbildung level::c2 source::erkundungen::c2::k4 card::chunk
Тут даже Эйнштейн отдыхает.	Da kann Einstein einpacken.	ironischer Vergleich mit einem Genie	form::satz func::produktion topic::erziehung_und_ausbildung level::c2 source::erkundungen::c2::k4 card::satz
что-либо не вызывает никаких сомнений	an etwas besteht kein Zweifel	völlige Gewissheit ausdrücken	form::redewendung func::produktion topic::erziehung_und_ausbildung level::c2 source::erkundungen::c2::k4 card::chunk
отличаться широким спектром способностей	sich durch breit gefächerte Fähigkeiten auszeichnen	vielseitig begabt sein	form::redewendung func::produktion topic::erziehung_und_ausbildung level::c2 source::erkundungen::c2::k4 card::chunk
оказывать сильное влияние на что-либо	einen starken Einfluss auf etwas haben	stark auf eine Entwicklung einwirken	form::redewendung func::produktion topic::erziehung_und_ausbildung level::c2 source::erkundungen::c2::k4 card::chunk
сосредоточиваться на ключевых областях	auf wesentliche Bereiche fokussiert werden	die Aufmerksamkeit auf Kerngebiete richten	form::redewendung func::produktion topic::erziehung_und_ausbildung level::c2 source::erkundungen::c2::k4 card::chunk
задумываться о чём-либо	sich Gedanken über etwas machen	eine Frage gründlich überlegen	form::redewendung func::produktion topic::erziehung_und_ausbildung level::c2 source::erkundungen::c2::k4 card::chunk
демонстрировать глубокие знания деталей	hohes Detailwissen aufweisen	Einzelheiten außergewöhnlich gut kennen	form::redewendung func::produktion topic::erziehung_und_ausbildung level::c2 source::erkundungen::c2::k4 card::chunk
ориентироваться в школьной системе	sich im Schulsystem zurechtfinden	die Regeln und Abläufe verstehen	form::redewendung func::produktion topic::erziehung_und_ausbildung level::c2 source::erkundungen::c2::k4 card::chunk
привлекать внимание негативным поведением	durch negatives Verhalten auffallen	durch problematisches Benehmen ins Blickfeld geraten	form::redewendung func::produktion topic::erziehung_und_ausbildung level::c2 source::erkundungen::c2::k4 card::chunk
быть сочтённым имеющим трудности в обучении	als lernbehindert eingestuft werden	fälschlich als leistungsschwach beurteilt werden	form::redewendung func::produktion topic::erziehung_und_ausbildung level::c2 source::erkundungen::c2::k4 card::chunk
намного опережать сверстников	Gleichaltrigen weit voraus sein	in der Entwicklung deutlich weiter sein	form::redewendung func::produktion topic::erziehung_und_ausbildung level::c2 source::erkundungen::c2::k4 card::chunk
приводить к социальной изоляции	zur sozialen Isolierung führen	gesellschaftliche Ausgrenzung bewirken	form::redewendung func::produktion topic::erziehung_und_ausbildung level::c2 source::erkundungen::c2::k4 card::chunk
отгораживаться от сверстников	sich von Altersgenossen absondern	den Kontakt zu anderen meiden	form::redewendung func::produktion topic::erziehung_und_ausbildung level::c2 source::erkundungen::c2::k4 card::chunk
проявляться в виде физических симптомов	sich durch körperliche Symptome äußern	somatisch sichtbar werden	form::redewendung func::produktion topic::erziehung_und_ausbildung level::c2 source::erkundungen::c2::k4 card::chunk
приспосабливаться к нормам	sich den Normen anpassen	sich geltenden Erwartungen fügen	form::redewendung func::produktion topic::erziehung_und_ausbildung level::c2 source::erkundungen::c2::k4 card::chunk
заработать репутацию зубрилы	das Image eines Strebers bekommen	als übermäßig ehrgeizig gelten	form::redewendung func::produktion topic::erziehung_und_ausbildung level::c2 source::erkundungen::c2::k4 card::chunk
как следует из отчётов	aus Berichten hervorgehen	aus schriftlichen Quellen ersichtlich sein	form::redewendung func::produktion topic::erziehung_und_ausbildung level::c2 source::erkundungen::c2::k4 card::chunk
с трудом поддаваться оценке	nur schwer abzuschätzen sein	kaum zuverlässig beurteilt werden können	form::redewendung func::produktion topic::erziehung_und_ausbildung level::c2 source::erkundungen::c2::k4 card::chunk
Стереотипы глубоко укоренились в сознании многих людей.	Klischees sitzen tief in vielen Köpfen.	Vorurteile sind fest verankert	form::satz func::produktion topic::erziehung_und_ausbildung level::c2 source::erkundungen::c2::k4 card::satz
быть погружённым в свои мысли	in Gedanken versunken sein	völlig in Überlegungen vertieft sein	form::redewendung func::produktion topic::erziehung_und_ausbildung level::c2 source::erkundungen::c2::k4 card::chunk
понимать скачки чужой мысли	Gedankensprünge nachvollziehen	einer sprunghaften Logik folgen können	form::redewendung func::produktion topic::erziehung_und_ausbildung level::c2 source::erkundungen::c2::k4 card::chunk
испытывать трудности в общении со сверстниками	Probleme im Umgang mit Gleichaltrigen haben	Schwierigkeiten im sozialen Kontakt haben	form::redewendung func::produktion topic::erziehung_und_ausbildung level::c2 source::erkundungen::c2::k4 card::chunk
обладать развитым чувством морали и ответственности	über ein ausgeprägtes Moral- und Verantwortungsbewusstsein verfügen	ein starkes ethisches Empfinden besitzen	form::redewendung func::produktion topic::erziehung_und_ausbildung level::c2 source::erkundungen::c2::k4 card::chunk
профессионально переориентироваться	sich beruflich neu orientieren	eine neue Laufbahn wählen	form::redewendung func::produktion topic::erziehung_und_ausbildung level::c2 source::erkundungen::c2::k4 card::chunk
бросить универ	die Uni schmeißen	ugs.: die Hochschule verlassen	form::redewendung func::produktion topic::erziehung_und_ausbildung level::c2 source::erkundungen::c2::k4 card::chunk
оказаться как нельзя кстати для кого-либо	jemandem gerade recht kommen	für jemanden sehr gelegen sein	form::redewendung func::produktion topic::erziehung_und_ausbildung level::c2 source::erkundungen::c2::k4 card::chunk
включить карьерный турборежим	den Karriereturbo anwerfen	das berufliche Fortkommen stark beschleunigen	form::redewendung func::produktion topic::erziehung_und_ausbildung level::c2 source::erkundungen::c2::k4 card::chunk
сдать экзамен в кратчайшие сроки	in kürzester Zeit eine Prüfung ablegen	einen Abschluss sehr schnell erwerben	form::redewendung func::produktion topic::erziehung_und_ausbildung level::c2 source::erkundungen::c2::k4 card::chunk
по ускоренной программе стать руководителем	im Schnellverfahren zur Führungskraft werden	rasch eine leitende Position erreichen	form::redewendung func::produktion topic::erziehung_und_ausbildung level::c2 source::erkundungen::c2::k4 card::chunk
отчаянно искать молодые кадры	händeringend Nachwuchs suchen	verzweifelt junge Fachkräfte benötigen	form::redewendung func::produktion topic::erziehung_und_ausbildung level::c2 source::erkundungen::c2::k4 card::chunk
оставаться практически без внимания	weitgehend unbeachtet bleiben	kaum Beachtung finden	form::redewendung func::produktion topic::erziehung_und_ausbildung level::c2 source::erkundungen::c2::k4 card::chunk
вызвать интерес	auf Interesse stoßen	eine positive Resonanz auslösen	form::redewendung func::produktion topic::erziehung_und_ausbildung level::c2 source::erkundungen::c2::k4 card::chunk
предоставить кому-либо карьерную возможность	jemandem eine Karrieremöglichkeit bieten	eine berufliche Perspektive eröffnen	form::redewendung func::produktion topic::erziehung_und_ausbildung level::c2 source::erkundungen::c2::k4 card::chunk
сменить университетскую аудиторию на мастерскую	den Hörsaal gegen die Werkbank tauschen	von der Theorie zur praktischen Arbeit wechseln	form::redewendung func::produktion topic::erziehung_und_ausbildung level::c2 source::erkundungen::c2::k4 card::chunk
уже иметь на руках диплом мастера	den Meisterbrief in der Tasche haben	den Abschluss bereits erworben haben	form::redewendung func::produktion topic::erziehung_und_ausbildung level::c2 source::erkundungen::c2::k4 card::chunk
индивидуально разработанный учебный курс	ein maßgeschneiderter Lehrgang	genau auf die Zielgruppe zugeschnitten sein	form::redewendung func::produktion topic::erziehung_und_ausbildung level::c2 source::erkundungen::c2::k4 card::chunk
быстро улавливать взаимосвязи	Zusammenhänge schnell begreifen	Verbindungen rasch erfassen	form::redewendung func::produktion topic::erziehung_und_ausbildung level::c2 source::erkundungen::c2::k4 card::chunk
иметь плотное расписание	einen engen Stundenplan haben	zeitlich stark ausgelastet sein	form::redewendung func::produktion topic::erziehung_und_ausbildung level::c2 source::erkundungen::c2::k4 card::chunk
решиться участвовать в пилотном проекте	sich auf ein Pilotprojekt einlassen	die Teilnahme an einem neuen Vorhaben wagen	form::redewendung func::produktion topic::erziehung_und_ausbildung level::c2 source::erkundungen::c2::k4 card::chunk
получить распространение по всей стране	bundesweit Schule machen	überall zum Vorbild werden	form::redewendung func::produktion topic::erziehung_und_ausbildung level::c2 source::erkundungen::c2::k4 card::chunk
бросить учёбу в университете	das Studium hinschmeißen	ugs.: die Hochschule vorzeitig verlassen	form::redewendung func::produktion topic::erziehung_und_ausbildung level::c2 source::erkundungen::c2::k4 card::chunk
конца не видно	ein Ende ist nicht in Sicht	kein Abschluss absehbar	form::redewendung func::produktion topic::erziehung_und_ausbildung level::c2 source::erkundungen::c2::k4 card::chunk
уговорить кого-либо совершить карьерный скачок	jemanden zu einem Karrieresprung überreden	zu einem großen beruflichen Schritt bewegen	form::redewendung func::produktion topic::erziehung_und_ausbildung level::c2 source::erkundungen::c2::k4 card::chunk
по графику ясно определить, что…	anhand der Grafik deutlich erkennen, dass	eine visuelle Quelle auswerten	form::redewendung func::produktion topic::erziehung_und_ausbildung level::c2 source::erkundungen::c2::k4 card::chunk
сделать из графика вывод, что…	der Grafik entnehmen, dass	Informationen aus einer Darstellung gewinnen	form::redewendung func::produktion topic::erziehung_und_ausbildung level::c2 source::erkundungen::c2::k4 card::chunk
из статистики следует, что…	aus der Statistik geht hervor, dass	eine formelle Datenquelle zitieren	form::redewendung func::produktion topic::erziehung_und_ausbildung level::c2 source::erkundungen::c2::k4 card::chunk
согласно опросу	der Umfrage zufolge	laut den erhobenen Daten	form::redewendung func::produktion topic::erziehung_und_ausbildung level::c2 source::erkundungen::c2::k4 card::chunk
занимать первое место, возглавлять рейтинг	an der Spitze stehen	die Rangliste anführen	form::redewendung func::produktion topic::erziehung_und_ausbildung level::c2 source::erkundungen::c2::k4 card::chunk
занимать последующие места	die weiteren Plätze belegen	auf den nachfolgenden Positionen landen	form::redewendung func::produktion topic::erziehung_und_ausbildung level::c2 source::erkundungen::c2::k4 card::chunk
замыкать рейтинг	das Schlusslicht bilden	auf dem letzten Platz landen	form::redewendung func::produktion topic::erziehung_und_ausbildung level::c2 source::erkundungen::c2::k4 card::chunk
находиться в конце шкалы	am Ende der Skala liegen	eine niedrige Position einnehmen	form::redewendung func::produktion topic::erziehung_und_ausbildung level::c2 source::erkundungen::c2::k4 card::chunk
пользоваться наибольшим доверием	das größte Vertrauen genießen	für besonders verlässlich gehalten werden	form::redewendung func::produktion topic::erziehung_und_ausbildung level::c2 source::erkundungen::c2::k4 card::chunk
видеть причину результата в чём-либо	den Grund für ein Ergebnis in etwas sehen	eine Beobachtung damit erklären	form::redewendung func::produktion topic::erziehung_und_ausbildung level::c2 source::erkundungen::c2::k4 card::chunk
сделать практические выводы из результата	aus einem Ergebnis Konsequenzen ziehen	aus einem Befund praktische Folgerungen ableiten	form::redewendung func::produktion topic::erziehung_und_ausbildung level::c2 source::erkundungen::c2::k4 card::chunk
пользоваться высоким авторитетом	hohes Ansehen genießen	sehr geschätzt werden	form::redewendung func::produktion topic::erziehung_und_ausbildung level::c2 source::erkundungen::c2::k4 card::chunk
оказывать кому-либо особенно большое доверие	jemandem besonders viel Vertrauen schenken	jemanden für besonders verlässlich halten	form::redewendung func::produktion topic::erziehung_und_ausbildung level::c2 source::erkundungen::c2::k4 card::chunk
пользоваться хорошей репутацией	sich eines guten Rufes erfreuen	ein positives öffentliches Bild besitzen	form::redewendung func::produktion topic::erziehung_und_ausbildung level::c2 source::erkundungen::c2::k4 card::chunk
нести большую ответственность за что-либо	eine große Verantwortung für etwas tragen	für wichtige Folgen einstehen müssen	form::redewendung func::produktion topic::erziehung_und_ausbildung level::c2 source::erkundungen::c2::k4 card::chunk
оказаться в самом конце рейтинга популярности	sich am Ende der Beliebtheitsskala wiederfinden	einen der letzten Ränge einnehmen	form::redewendung func::produktion topic::erziehung_und_ausbildung level::c2 source::erkundungen::c2::k4 card::chunk
выражать удовлетворение чем-либо	sich mit etwas zufrieden zeigen	eine positive Einschätzung äußern	form::redewendung func::produktion topic::erziehung_und_ausbildung level::c2 source::erkundungen::c2::k4 card::chunk
переживать вторую молодость	einen zweiten Frühling erleben	in reiferen Jahren neu aufblühen	form::redewendung func::produktion topic::erziehung_und_ausbildung level::c2 source::erkundungen::c2::k4 card::chunk
стремиться к уровню жизни индустриальных стран	dem Lebensstandard der Industrienationen nacheifern	denselben Wohlstand erreichen wollen	form::redewendung func::produktion topic::erziehung_und_ausbildung level::c2 source::erkundungen::c2::k4 card::chunk
распознать незанятую нишу на рынке	eine Marktlücke erkennen	eine unbesetzte Geschäftschance entdecken	form::redewendung func::produktion topic::erziehung_und_ausbildung level::c2 source::erkundungen::c2::k4 card::chunk
записывать на видео каждое движение рук	jeden Handgriff aufnehmen	jede einzelne Bewegung filmen	form::redewendung func::produktion topic::erziehung_und_ausbildung level::c2 source::erkundungen::c2::k4 card::chunk
быть на шаг впереди рынка	dem Markt einen Schritt voraus sein	Entwicklungen früher als andere erkennen	form::redewendung func::produktion topic::erziehung_und_ausbildung level::c2 source::erkundungen::c2::k4 card::chunk
держаться на плаву благодаря случайным подработкам	sich mit Gelegenheitsjobs über Wasser halten	von kurzfristigen Tätigkeiten leben	form::redewendung func::produktion topic::erziehung_und_ausbildung level::c2 source::erkundungen::c2::k4 card::chunk
превзойти кого-либо, оттеснив его на второй план	jemandem den Rang ablaufen	einen Konkurrenten überholen	form::redewendung func::produktion topic::erziehung_und_ausbildung level::c2 source::erkundungen::c2::k4 card::chunk
иметь незапятнанную репутацию	eine weiße Weste haben	als unbescholten gelten	form::redewendung func::produktion topic::erziehung_und_ausbildung level::c2 source::erkundungen::c2::k4 card::chunk
прибегать к нечестным уловкам	zu unsauberen Tricks greifen	unfaire Mittel anwenden	form::redewendung func::produktion topic::erziehung_und_ausbildung level::c2 source::erkundungen::c2::k4 card::chunk
спектр нарушений простирается от… до…	die Palette der Vergehen reicht von ... bis ...	ein Spektrum von Delikten beschreiben	form::redewendung func::produktion topic::erziehung_und_ausbildung level::c2 source::erkundungen::c2::k4 card::chunk
находиться в состоянии стресса и под давлением из-за высоких требований	unter Stress und Leistungsdruck stehen	psychisch stark belastet sein	form::redewendung func::produktion topic::erziehung_und_ausbildung level::c2 source::erkundungen::c2::k4 card::chunk
среди преподавателей царит единодушие	unter den Dozierenden herrscht Einigkeit	alle Lehrenden sind derselben Meinung	form::redewendung func::produktion topic::erziehung_und_ausbildung level::c2 source::erkundungen::c2::k4 card::chunk
заложить основу чего-либо	den Grundstein für etwas legen	die Basis für eine Entwicklung schaffen	form::redewendung func::produktion topic::erziehung_und_ausbildung level::c2 source::erkundungen::c2::k4 card::chunk
пользоваться неизменным притоком желающих	sich eines ständigen Zulaufs erfreuen	kontinuierlich neue Interessenten anziehen	form::redewendung func::produktion topic::erziehung_und_ausbildung level::c2 source::erkundungen::c2::k4 card::chunk
извлекать огромную пользу из ошибок	aus Fehlern einen gewaltigen Nutzen ziehen	Misserfolge produktiv nutzen	form::redewendung func::produktion topic::erziehung_und_ausbildung level::c2 source::erkundungen::c2::k4 card::chunk
выступать за признание ценности ошибок	für die Wertschätzung des Fehlermachens plädieren	einen konstruktiven Umgang mit Irrtümern fordern	form::redewendung func::produktion topic::erziehung_und_ausbildung level::c2 source::erkundungen::c2::k4 card::chunk
до кого-либо постепенно доходит что-либо	jemandem dämmert etwas	allmählich etwas erkennen	form::redewendung func::produktion topic::erziehung_und_ausbildung level::c2 source::erkundungen::c2::k4 card::chunk
не вписываться в схему	nicht ins Schema passen	nicht in ein festes Muster gehören	form::redewendung func::produktion topic::erziehung_und_ausbildung level::c2 source::erkundungen::c2::k4 card::chunk
рассматривать что-либо с разных точек зрения	etwas aus verschiedenen Blickwinkeln beleuchten	einen Sachverhalt aus mehreren Perspektiven betrachten	form::redewendung func::produktion topic::erziehung_und_ausbildung level::c2 source::erkundungen::c2::k4 card::chunk
выдвигать что-либо на первый план	etwas in den Vordergrund stellen	einen Aspekt besonders hervorheben	form::redewendung func::produktion topic::erziehung_und_ausbildung level::c2 source::erkundungen::c2::k4 card::chunk
век живи — век учись	man lernt nie aus	der Wissenserwerb endet niemals	form::redewendung func::produktion topic::erziehung_und_ausbildung level::c2 source::erkundungen::c2::k4 card::chunk
сочетаться браком	den Bund der Ehe schließen	gehoben: heiraten	form::redewendung func::produktion topic::erziehung_und_ausbildung level::c2 source::erkundungen::c2::k4 card::chunk
иметь за плечами неудачный брак	auf eine gescheiterte Ehe zurückblicken	eine frühere Trennung hinter sich haben	form::redewendung func::produktion topic::erziehung_und_ausbildung level::c2 source::erkundungen::c2::k4 card::chunk
быть кому-либо небезразличным, быть дорогим	jemandem am Herzen liegen	für jemanden von großer persönlicher Bedeutung sein	form::redewendung func::produktion topic::erziehung_und_ausbildung level::c2 source::erkundungen::c2::k4 card::chunk
приносить плоды	Früchte tragen	ein sichtbares Ergebnis hervorbringen	form::redewendung func::produktion topic::erziehung_und_ausbildung level::c2 source::erkundungen::c2::k4 card::chunk
предпринимать целенаправленные усилия	gezielte Anstrengungen unternehmen	systematisch auf ein Ziel hinarbeiten	form::redewendung func::produktion topic::erziehung_und_ausbildung level::c2 source::erkundungen::c2::k4 card::chunk
выглядеть сравнительно выигрышно	vergleichsweise gut wegkommen	relativ vorteilhaft beurteilt werden	form::redewendung func::produktion topic::erziehung_und_ausbildung level::c2 source::erkundungen::c2::k4 card::chunk
