снизить внутренний барьер перед ложью	die Hemmschwelle zum Lügen herabsetzen	das moralische Zögern vermindern	form::redewendung func::produktion topic::stärken_und_schwächen level::c2 source::erkundungen::c2::k3 card::chunk
быть склонным ко лжи	zum Lügen neigen	eine entsprechende Tendenz haben	form::redewendung func::produktion topic::stärken_und_schwächen level::c2 source::erkundungen::c2::k3 card::chunk
подстрекать кого-либо к жульничеству	jemanden zum Schummeln anstacheln	jmdn. zum Betrug motivieren	form::redewendung func::produktion topic::stärken_und_schwächen level::c2 source::erkundungen::c2::k3 card::chunk
влиять на обращение с правдой	sich auf den Umgang mit der Wahrheit auswirken	einen Einfluss auf ehrliches Verhalten haben	form::redewendung func::produktion topic::stärken_und_schwächen level::c2 source::erkundungen::c2::k3 card::chunk
сомневаться в правильности своих поступков	an der Richtigkeit seiner Handlungen zweifeln	das eigene Tun infrage stellen	form::redewendung func::produktion topic::stärken_und_schwächen level::c2 source::erkundungen::c2::k3 card::chunk
потерять почти всякую надежду	fast alle Hoffnung verlieren	kaum noch Zuversicht haben	form::redewendung func::produktion topic::stärken_und_schwächen level::c2 source::erkundungen::c2::k3 card::chunk
подбодрить кого-либо; вселить мужество	jemandem Mut machen	jmdn. ermuntern	form::redewendung func::produktion topic::stärken_und_schwächen level::c2 source::erkundungen::c2::k3 card::chunk
иметь силы сопротивляться	die Kraft haben zu widerstehen	genug innere Stärke besitzen	form::redewendung func::produktion topic::stärken_und_schwächen level::c2 source::erkundungen::c2::k3 card::chunk
принять жёсткие меры	hart durchgreifen	entschlossen Sanktionen anwenden	form::redewendung func::produktion topic::stärken_und_schwächen level::c2 source::erkundungen::c2::k3 card::chunk
подавить что-либо в зародыше	etwas im Keim ersticken	eine Entwicklung sofort stoppen	form::redewendung func::produktion topic::stärken_und_schwächen level::c2 source::erkundungen::c2::k3 card::chunk
подходить для чего-либо; рассматриваться как вариант	für etwas in Frage kommen	als Möglichkeit geeignet sein	form::redewendung func::produktion topic::stärken_und_schwächen level::c2 source::erkundungen::c2::k3 card::chunk
создать впечатление, что…	den Eindruck erwecken, dass ...	nach außen so wirken	form::redewendung func::produktion topic::stärken_und_schwächen level::c2 source::erkundungen::c2::k3 card::chunk
инициатива исходит от кого-либо	eine Initiative geht von jemandem aus	jmd. hat etwas angestoßen	form::redewendung func::produktion topic::stärken_und_schwächen level::c2 source::erkundungen::c2::k3 card::chunk
возглавлять список	eine Liste anführen	auf Rang eins stehen	form::redewendung func::produktion topic::stärken_und_schwächen level::c2 source::erkundungen::c2::k3 card::chunk
иметь первостепенное значение	von größter Bedeutung sein	besonders wichtig sein	form::redewendung func::produktion topic::stärken_und_schwächen level::c2 source::erkundungen::c2::k3 card::chunk
пользоваться особым спросом	besonders gefragt sein	stark gesucht werden	form::redewendung func::produktion topic::stärken_und_schwächen level::c2 source::erkundungen::c2::k3 card::chunk
успешно проявить себя на собеседовании	in einem Vorstellungsgespräch punkten	einen positiven Eindruck machen	form::redewendung func::produktion topic::stärken_und_schwächen level::c2 source::erkundungen::c2::k3 card::chunk
не прийти к согласию относительно чего-либо	sich über etwas nicht einig sein	unterschiedliche Ansichten haben	form::redewendung func::produktion topic::stärken_und_schwächen level::c2 source::erkundungen::c2::k3 card::chunk
проверить соответствие кандидата среде компании	einen Milieucheck vornehmen	die soziale Passung prüfen	form::redewendung func::produktion topic::stärken_und_schwächen level::c2 source::erkundungen::c2::k3 card::chunk
соответствовать компании	zu einem Unternehmen passen	kulturell geeignet sein	form::redewendung func::produktion topic::stärken_und_schwächen level::c2 source::erkundungen::c2::k3 card::chunk
реалистично оценивать себя	sich selbst realistisch einschätzen	die eigenen Fähigkeiten sachlich beurteilen	form::redewendung func::produktion topic::stärken_und_schwächen level::c2 source::erkundungen::c2::k3 card::chunk
кратко изложить важнейшие факты	die wichtigsten Fakten knapp zusammenfassen	das Wesentliche präzise wiedergeben	form::redewendung func::produktion topic::stärken_und_schwächen level::c2 source::erkundungen::c2::k3 card::chunk
считать себя мастером на все руки	sich für einen Alleskönner halten	die eigenen Fähigkeiten überschätzen	form::redewendung func::produktion topic::stärken_und_schwächen level::c2 source::erkundungen::c2::k3 card::chunk
отвечать одними пустыми фразами	nur mit Worthülsen antworten	inhaltslose Formulierungen verwenden	form::redewendung func::produktion topic::stärken_und_schwächen level::c2 source::erkundungen::c2::k3 card::chunk
быть неотъемлемой частью чего-либо	fester Bestandteil von etwas sein	untrennbar dazugehören	form::redewendung func::produktion topic::stärken_und_schwächen level::c2 source::erkundungen::c2::k3 card::chunk
не позволить вопросу вывести себя из равновесия	sich durch eine Frage nicht aus der Ruhe bringen lassen	gelassen bleiben	form::redewendung func::produktion topic::stärken_und_schwächen level::c2 source::erkundungen::c2::k3 card::chunk
обладать необходимыми способностями	die richtigen Fähigkeiten mitbringen	geeignete Kompetenzen besitzen	form::redewendung func::produktion topic::stärken_und_schwächen level::c2 source::erkundungen::c2::k3 card::chunk
связать свой опыт с предъявляемыми требованиями	Erfahrungen mit Anforderungen verknüpfen	die eigene Praxis passend darstellen	form::redewendung func::produktion topic::stärken_und_schwächen level::c2 source::erkundungen::c2::k3 card::chunk
выразить интерес к повышению квалификации	Interesse an einer Weiterbildung bekunden	Lernbereitschaft offiziell äußern	form::redewendung func::produktion topic::stärken_und_schwächen level::c2 source::erkundungen::c2::k3 card::chunk
предъявлять кому-либо высокие требования	hohe Anforderungen an jemanden stellen	viel von jmdm. erwarten	form::redewendung func::produktion topic::stärken_und_schwächen level::c2 source::erkundungen::c2::k3 card::chunk
быть склонным к стремлению всегда доказать свою правоту	zu Rechthaberei neigen	oft besserwisserisch sein	form::redewendung func::produktion topic::stärken_und_schwächen level::c2 source::erkundungen::c2::k3 card::chunk
подвергать кого-либо критике	Kritik an jemandem üben	jmds. Verhalten negativ beurteilen	form::redewendung func::produktion topic::stärken_und_schwächen level::c2 source::erkundungen::c2::k3 card::chunk
подвергать себя длительной нагрузке	sich einer dauerhaften Belastung aussetzen	lange unter Druck stehen	form::redewendung func::produktion topic::stärken_und_schwächen level::c2 source::erkundungen::c2::k3 card::chunk
показывать определённый результат; выполнять работу	eine Leistung erbringen	ein Arbeitsergebnis liefern	form::redewendung func::produktion topic::stärken_und_schwächen level::c2 source::erkundungen::c2::k3 card::chunk
предпринимать большие усилия	große Anstrengungen unternehmen	sich intensiv bemühen	form::redewendung func::produktion topic::stärken_und_schwächen level::c2 source::erkundungen::c2::k3 card::chunk
заслужить похвалу	Lob ernten	Anerkennung erhalten	form::redewendung func::produktion topic::stärken_und_schwächen level::c2 source::erkundungen::c2::k3 card::chunk
привести к разочарованию	zu Frustration führen	Enttäuschung verursachen	form::redewendung func::produktion topic::stärken_und_schwächen level::c2 source::erkundungen::c2::k3 card::chunk
внести вклад в усиление давления	einen Beitrag zur Verschärfung des Drucks leisten	die Belastung mit verstärken	form::redewendung func::produktion topic::stärken_und_schwächen level::c2 source::erkundungen::c2::k3 card::chunk
к кому-либо начинают предъявлять более высокие требования	es kommt zu höheren Erwartungen an jemanden	die Ansprüche steigen	form::redewendung func::produktion topic::stärken_und_schwächen level::c2 source::erkundungen::c2::k3 card::chunk
повлечь за собой негативные последствия	etwas zieht negative Folgen nach sich	unerwünschte Konsequenzen verursachen	form::redewendung func::produktion topic::stärken_und_schwächen level::c2 source::erkundungen::c2::k3 card::chunk
кому-либо трудно принять решение	jemandem fällt eine Entscheidung schwer	jmd. kann sich kaum entscheiden	form::redewendung func::produktion topic::stärken_und_schwächen level::c2 source::erkundungen::c2::k3 card::chunk
выдвинуть теорию	eine Theorie aufstellen	eine wissenschaftliche Erklärung formulieren	form::redewendung func::produktion topic::stärken_und_schwächen level::c2 source::erkundungen::c2::k3 card::chunk
устроить постоянный хаос	ein permanentes Chaos anrichten	fortlaufend Unordnung verursachen	form::redewendung func::produktion topic::stärken_und_schwächen level::c2 source::erkundungen::c2::k3 card::chunk
быть следствием непреодолимой силы	auf höhere Gewalt zurückzuführen sein	außerhalb menschlicher Kontrolle liegen	form::redewendung func::produktion topic::stärken_und_schwächen level::c2 source::erkundungen::c2::k3 card::chunk
в вопросах самоконтроля	in puncto Selbstkontrolle	was diesen Bereich betrifft	form::redewendung func::produktion topic::stärken_und_schwächen level::c2 source::erkundungen::c2::k3 card::chunk
разумно использовать власть	Macht sinnvoll einsetzen	Einfluss verantwortungsvoll nutzen	form::redewendung func::produktion topic::stärken_und_schwächen level::c2 source::erkundungen::c2::k3 card::chunk
противостоять злоупотреблению властью	Machtmissbrauch widerstehen	sich nicht korrumpieren lassen	form::redewendung func::produktion topic::stärken_und_schwächen level::c2 source::erkundungen::c2::k3 card::chunk
использовать власть в собственных интересах	Macht zum eigenen Vorteil einsetzen	die Position eigennützig nutzen	form::redewendung func::produktion topic::stärken_und_schwächen level::c2 source::erkundungen::c2::k3 card::chunk
сознательно бороться против чего-либо	bewusst gegen etwas ankämpfen	gezielt Widerstand leisten	form::redewendung func::produktion topic::stärken_und_schwächen level::c2 source::erkundungen::c2::k3 card::chunk
сделать карьеру	Karriere machen	beruflich aufsteigen	form::redewendung func::produktion topic::stärken_und_schwächen level::c2 source::erkundungen::c2::k3 card::chunk
восприниматься как злонамеренная попытка дискредитировать кого-либо	als böswilliger Versuch einer Demontage empfunden werden	Kritik als persönlichen Angriff deuten	form::redewendung func::produktion topic::stärken_und_schwächen level::c2 source::erkundungen::c2::k3 card::chunk
устранить конкурента нечестным или жёстким способом	einen Konkurrenten absägen	jmdn. aus seiner Position drängen	form::redewendung func::produktion topic::stärken_und_schwächen level::c2 source::erkundungen::c2::k3 card::chunk
всё больше отгораживаться от кого-либо	sich zunehmend von jemandem abgrenzen	größere soziale Distanz schaffen	form::redewendung func::produktion topic::stärken_und_schwächen level::c2 source::erkundungen::c2::k3 card::chunk
причислять к внутреннему кругу	zum inneren Zirkel zählen	zu den engsten Vertrauten rechnen	form::redewendung func::produktion topic::stärken_und_schwächen level::c2 source::erkundungen::c2::k3 card::chunk
носить патологические черты	pathologische Züge tragen	krankhafte Merkmale zeigen	form::redewendung func::produktion topic::stärken_und_schwächen level::c2 source::erkundungen::c2::k3 card::chunk
не видеть ничего предосудительного в чём-либо	nichts Verwerfliches in etwas sehen	etwas moralisch akzeptabel finden	form::redewendung func::produktion topic::stärken_und_schwächen level::c2 source::erkundungen::c2::k3 card::chunk
выходить за пределы собственных возможностей; быть не по силам одному	über die eigene Kraft hinausreichen	allein nicht zu bewältigen sein	form::redewendung func::produktion topic::stärken_und_schwächen level::c2 source::erkundungen::c2::k3 card::chunk
лёгкая форма нарциссизма	eine milde Form von Narzissmus	eine begrenzte Selbstbezogenheit	form::redewendung func::produktion topic::stärken_und_schwächen level::c2 source::erkundungen::c2::k3 card::chunk
взять верх; чрезмерно усилиться	überhandnehmen	das normale Maß überschreiten	form::redewendung func::produktion topic::stärken_und_schwächen level::c2 source::erkundungen::c2::k3 card::chunk
вскружить кому-либо голову, например властью или успехом	jemandem zu Kopf steigen	jmdn. überheblich machen	form::redewendung func::produktion topic::stärken_und_schwächen level::c2 source::erkundungen::c2::k3 card::chunk
двигать компанию вперёд	ein Unternehmen voranbringen	die Organisation weiterentwickeln	form::redewendung func::produktion topic::stärken_und_schwächen level::c2 source::erkundungen::c2::k3 card::chunk
сохранять критическую дистанцию по отношению к самому себе	Distanz zur eigenen Person wahren	sich selbst kritisch betrachten	form::redewendung func::produktion topic::stärken_und_schwächen level::c2 source::erkundungen::c2::k3 card::chunk
прийти к противоречащим друг другу результатам	zu sich widersprechenden Ergebnissen kommen	uneinheitliche Befunde erhalten	form::redewendung func::produktion topic::stärken_und_schwächen level::c2 source::erkundungen::c2::k3 card::chunk
успешно осуществить серьёзные изменения	gravierende Änderungen erfolgreich umsetzen	wichtige Reformen verwirklichen	form::redewendung func::produktion topic::stärken_und_schwächen level::c2 source::erkundungen::c2::k3 card::chunk
не продвигаться по карьерной лестнице	beruflich nicht weiterkommen	keinen Aufstieg erreichen	form::redewendung func::produktion topic::stärken_und_schwächen level::c2 source::erkundungen::c2::k3 card::chunk
Карьерный рост застопорился.	Der berufliche Aufstieg stagniert.	die Karriere entwickelt sich nicht weiter	form::redewendung func::produktion topic::stärken_und_schwächen level::c2 source::erkundungen::c2::k3 card::chunk
видеть причину чего-либо в чём-либо	den Grund für etwas in etwas sehen	dort die Ursache erkennen	form::redewendung func::produktion topic::stärken_und_schwächen level::c2 source::erkundungen::c2::k3 card::chunk
владеть стратегиями внутрикорпоративной политики	mikropolitische Strategien beherrschen	informelle Einflussmethoden können	form::redewendung func::produktion topic::stärken_und_schwächen level::c2 source::erkundungen::c2::k3 card::chunk
создавать прочные, устойчивые коалиции	tragfähige Koalitionen bilden	stabile Bündnisse aufbauen	form::redewendung func::produktion topic::stärken_und_schwächen level::c2 source::erkundungen::c2::k3 card::chunk
оказывать психологическое давление	psychologischen Druck ausüben	andere mental beeinflussen	form::redewendung func::produktion topic::stärken_und_schwächen level::c2 source::erkundungen::c2::k3 card::chunk
запугивать потенциальных конкурентов	potenzielle Konkurrenten einschüchtern	mögliche Rivalen verunsichern	form::redewendung func::produktion topic::stärken_und_schwächen level::c2 source::erkundungen::c2::k3 card::chunk
пробить себе путь наверх	sich den Weg nach oben erkämpfen	den Aufstieg hart erringen	form::redewendung func::produktion topic::stärken_und_schwächen level::c2 source::erkundungen::c2::k3 card::chunk
перестать сосредоточиваться исключительно на чём-либо	sich von der Konzentration auf etwas lösen	den Fokus erweitern	form::redewendung func::produktion topic::stärken_und_schwächen level::c2 source::erkundungen::c2::k3 card::chunk
умело подать себя	sich klug in Szene setzen	die eigene Person geschickt präsentieren	form::redewendung func::produktion topic::stärken_und_schwächen level::c2 source::erkundungen::c2::k3 card::chunk
заключать полезные союзы	nützliche Allianzen schmieden	strategische Bündnisse aufbauen	form::redewendung func::produktion topic::stärken_und_schwächen level::c2 source::erkundungen::c2::k3 card::chunk
заработать себе отличную репутацию	sich einen ausgezeichneten Ruf erarbeiten	durch Leistung hohes Ansehen gewinnen	form::redewendung func::produktion topic::stärken_und_schwächen level::c2 source::erkundungen::c2::k3 card::chunk
быть глубоко укоренённым в определённой культуре	tief in einer Kultur verwurzelt sein	stark kulturell geprägt sein	form::redewendung func::produktion topic::stärken_und_schwächen level::c2 source::erkundungen::c2::k3 card::chunk
олицетворять традиции и новаторский дух	für Tradition und Pioniergeist stehen	diese Werte verkörpern	form::redewendung func::produktion topic::stärken_und_schwächen level::c2 source::erkundungen::c2::k3 card::chunk
соответствовать возложенной ответственности	einer Verantwortung gerecht werden	die Pflichten angemessen erfüllen	form::redewendung func::produktion topic::stärken_und_schwächen level::c2 source::erkundungen::c2::k3 card::chunk
ступить на неизведанную территорию	Neuland betreten	etwas völlig Neues beginnen	form::redewendung func::produktion topic::stärken_und_schwächen level::c2 source::erkundungen::c2::k3 card::chunk
пробудить чей-либо интерес	jemandes Interesse wecken	jmdn. neugierig machen	form::redewendung func::produktion topic::stärken_und_schwächen level::c2 source::erkundungen::c2::k3 card::chunk
стратегический выбор дальнейшего курса	eine strategische Weichenstellung	eine richtungsweisende Entscheidung	form::redewendung func::produktion topic::stärken_und_schwächen level::c2 source::erkundungen::c2::k3 card::chunk
испытывать зависть к чему-либо	auf etwas neidisch sein	jmdm. etwas missgönnen	form::redewendung func::produktion topic::stärken_und_schwächen level::c2 source::erkundungen::c2::k3 card::chunk
повсюду хвастаться чем-либо; выставлять напоказ	mit etwas hausieren gehen	etwas überall demonstrieren	form::redewendung func::produktion topic::stärken_und_schwächen level::c2 source::erkundungen::c2::k3 card::chunk
идти от чистого сердца	von Herzen kommen	aufrichtig gemeint sein	form::redewendung func::produktion topic::stärken_und_schwächen level::c2 source::erkundungen::c2::k3 card::chunk
укреплять социальные отношения	soziale Beziehungen festigen	zwischenmenschliche Bindungen stärken	form::redewendung func::produktion topic::stärken_und_schwächen level::c2 source::erkundungen::c2::k3 card::chunk
годами стоять перед необходимостью принять решение	jahrelang vor einer Entscheidung stehen	sich lange entscheiden müssen	form::redewendung func::produktion topic::stärken_und_schwächen level::c2 source::erkundungen::c2::k3 card::chunk
отложить решение на более поздний срок	eine Entscheidung nach hinten verschieben	später darüber entscheiden	form::redewendung func::produktion topic::stärken_und_schwächen level::c2 source::erkundungen::c2::k3 card::chunk
угрожать самооценке	für die Selbstbewertung bedrohlich sein	das eigene Bild gefährden	form::redewendung func::produktion topic::stärken_und_schwächen level::c2 source::erkundungen::c2::k3 card::chunk
быть в ясном уме и полной интеллектуальной форме	geistig auf der Höhe sein	klar und konzentriert denken	form::redewendung func::produktion topic::stärken_und_schwächen level::c2 source::erkundungen::c2::k3 card::chunk
мысленно скорректировать что-либо задним числом	etwas im Nachhinein gedanklich korrigieren	später mental berichtigen	form::redewendung func::produktion topic::stärken_und_schwächen level::c2 source::erkundungen::c2::k3 card::chunk
эмпирически обосновать что-либо	etwas empirisch untermauern	durch Daten stützen	form::redewendung func::produktion topic::stärken_und_schwächen level::c2 source::erkundungen::c2::k3 card::chunk
добиться чего-либо собственными силами	etwas durch eigene Kraft erlangen	ohne fremde Hilfe erreichen	form::redewendung func::produktion topic::stärken_und_schwächen level::c2 source::erkundungen::c2::k3 card::chunk
приступ зависти; лёгкое чувство зависти	ein Anflug von Neid	ein kurz aufkommendes Gefühl	form::redewendung func::produktion topic::stärken_und_schwächen level::c2 source::erkundungen::c2::k3 card::chunk
установить связь с темой	einen Themenbezug herstellen	die Verbindung zum Gegenstand zeigen	form::redewendung func::produktion topic::stärken_und_schwächen level::c2 source::erkundungen::c2::k3 card::chunk
изложить текущий уровень знаний	den Wissensstand referieren	bisherige Erkenntnisse wiedergeben	form::redewendung func::produktion topic::stärken_und_schwächen level::c2 source::erkundungen::c2::k3 card::chunk
включить что-либо в свои размышления	etwas in seine Überlegungen einbeziehen	bei der Argumentation berücksichtigen	form::redewendung func::produktion topic::stärken_und_schwächen level::c2 source::erkundungen::c2::k3 card::chunk
по аналогии с чем-либо; опираясь на что-либо	in Anlehnung an etwas	nach einem Vorbild	form::redewendung func::produktion topic::stärken_und_schwächen level::c2 source::erkundungen::c2::k3 card::chunk
Из этого следует, что…	Daraus ergibt sich, dass ...	eine logische Folge formulieren	form::redewendung func::produktion topic::stärken_und_schwächen level::c2 source::erkundungen::c2::k3 card::chunk
иметь решающее значение для кого-либо	für jemanden ausschlaggebend sein	die Entscheidung bestimmen	form::redewendung func::produktion topic::stärken_und_schwächen level::c2 source::erkundungen::c2::k3 card::chunk
привести контраргумент	ein Gegenargument anführen	einen Einwand nennen	form::redewendung func::produktion topic::stärken_und_schwächen level::c2 source::erkundungen::c2::k3 card::chunk
особо подчеркнуть аспект или точку зрения	einen Gesichtspunkt hervorheben	einen Aspekt betonen	form::redewendung func::produktion topic::stärken_und_schwächen level::c2 source::erkundungen::c2::k3 card::chunk
сделать вывод	eine Schlussfolgerung ziehen	abschließend folgern	form::redewendung func::produktion topic::stärken_und_schwächen level::c2 source::erkundungen::c2::k3 card::chunk
вести себя, не считаясь с другими	sich rücksichtslos gegenüber anderen verhalten	keine Rücksicht nehmen	form::redewendung func::produktion topic::stärken_und_schwächen level::c2 source::erkundungen::c2::k3 card::chunk
пользоваться особой популярностью	sich besonderer Beliebtheit erfreuen	sehr beliebt sein	form::redewendung func::produktion topic::stärken_und_schwächen level::c2 source::erkundungen::c2::k3 card::chunk
считать кого-либо эгоистичным одиночкой	jemanden für einen egoistischen Einzelgänger halten	jmdn. als unsozial ansehen	form::redewendung func::produktion topic::stärken_und_schwächen level::c2 source::erkundungen::c2::k3 card::chunk
подчинить собственное благо благу общества	das eigene Wohl dem Wohl der Gemeinschaft unterordnen	das Kollektiv voranstellen	form::redewendung func::produktion topic::stärken_und_schwächen level::c2 source::erkundungen::c2::k3 card::chunk
извлекать пользу из своей хорошей репутации	von seinem guten Ruf profitieren	Ansehen zum Vorteil nutzen	form::redewendung func::produktion topic::stärken_und_schwächen level::c2 source::erkundungen::c2::k3 card::chunk
самоотверженно помогать членам группы	sich selbstlos für Gruppenmitglieder einsetzen	ohne Eigennutz helfen	form::redewendung func::produktion topic::stärken_und_schwächen level::c2 source::erkundungen::c2::k3 card::chunk
обеспечить дальнейшее существование сообщества	den Fortbestand einer Gemeinschaft gewährleisten	das Weiterbestehen sichern	form::redewendung func::produktion topic::stärken_und_schwächen level::c2 source::erkundungen::c2::k3 card::chunk
испортить кому-либо хорошее настроение	jemandem die gute Laune vermiesen	jmds. Stimmung verderben	form::redewendung func::produktion topic::stärken_und_schwächen level::c2 source::erkundungen::c2::k3 card::chunk
стремиться к удовлетворённости и счастью	nach Zufriedenheit und Glück streben	diese Zustände erreichen wollen	form::redewendung func::produktion topic::stärken_und_schwächen level::c2 source::erkundungen::c2::k3 card::chunk
сомневаться в прежней теории	an einer bisherigen Theorie zweifeln	eine geltende Erklärung infrage stellen	form::redewendung func::produktion topic::stärken_und_schwächen level::c2 source::erkundungen::c2::k3 card::chunk
способствовать развитию аналитического мышления	zur Förderung des analytischen Denkens beitragen	diese Fähigkeit unterstützen	form::redewendung func::produktion topic::stärken_und_schwächen level::c2 source::erkundungen::c2::k3 card::chunk
приспосабливаться к непредвиденным обстоятельствам	sich unvorhergesehenen Umständen anpassen	flexibel auf Überraschungen reagieren	form::redewendung func::produktion topic::stärken_und_schwächen level::c2 source::erkundungen::c2::k3 card::chunk
отклониться от заранее подготовленного сценария	von einem vorbereiteten Drehbuch abweichen	nicht nach Plan handeln	form::redewendung func::produktion topic::stärken_und_schwächen level::c2 source::erkundungen::c2::k3 card::chunk
доверять стереотипам	Klischees vertrauen	pauschale Vorstellungen für richtig halten	form::redewendung func::produktion topic::stärken_und_schwächen level::c2 source::erkundungen::c2::k3 card::chunk
уделять внимание своему окружению	sich um seine Umwelt kümmern	äußere Bedingungen beachten	form::redewendung func::produktion topic::stärken_und_schwächen level::c2 source::erkundungen::c2::k3 card::chunk
быть склонным к скептицизму	zu Skeptizismus neigen	eher kritisch urteilen	form::redewendung func::produktion topic::stärken_und_schwächen level::c2 source::erkundungen::c2::k3 card::chunk
относиться к кратковременному унынию	sich auf kurzzeitigen Trübsinn beziehen	nur vorübergehende schlechte Stimmung betreffen	form::redewendung func::produktion topic::stärken_und_schwächen level::c2 source::erkundungen::c2::k3 card::chunk
искать кого-либо; находиться в поиске	auf der Suche nach jemandem sein	jmdn. finden wollen	form::redewendung func::produktion topic::stärken_und_schwächen level::c2 source::erkundungen::c2::k3 card::chunk
